"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 21 12739 11 7 0 3
"3" 8 28 12732 18 5 0 5
"4" 12 34 12726 23 2 2 7
"5" 16 34 12726 21 2 2 9
"6" 20 38 12722 21 4 3 10
"7" 24 44 12715 20 7 3 14
"8" 28 53 12703 25 8 4 16
"9" 32 65 12694 34 4 4 23
"10" 36 67 12692 31 4 6 26
"11" 40 75 12683 30 9 6 30
"12" 44 91 12668 34 14 8 35
"13" 48 101 12657 40 14 9 38
"14" 52 113 12645 41 18 10 44
"15" 56 121 12637 37 18 14 52
"16" 60 136 12623 42 16 17 61
"17" 64 150 12608 49 13 20 68
"18" 68 167 12592 52 18 23 74
"19" 72 185 12575 58 16 29 82
"20" 76 205 12554 63 19 32 91
"21" 80 219 12539 61 24 35 99
"22" 84 236 12522 61 18 40 117
"23" 88 264 12495 77 21 41 125
"24" 92 276 12481 76 22 46 132
"25" 96 296 12460 78 26 48 144
"26" 100 319 12438 74 33 55 157
"27" 104 343 12413 75 40 63 165
"28" 108 365 12393 80 33 69 183
"29" 112 379 12377 72 28 78 201
"30" 116 406 12351 83 28 81 214
"31" 120 427 12331 79 30 93 225
"32" 124 447 12309 70 38 98 241
"33" 128 467 12293 78 32 100 257
"34" 132 489 12271 81 26 104 278
"35" 136 503 12253 72 35 110 286
"36" 140 525 12233 83 20 119 303
"37" 144 540 12218 77 22 123 318
"38" 148 554 12204 65 34 129 326
"39" 152 574 12184 64 32 134 344
"40" 156 589 12168 63 32 139 355
"41" 160 603 12157 57 31 146 369
"42" 164 621 12137 51 36 149 385
"43" 168 631 12127 52 22 157 400
"44" 172 651 12108 57 26 160 408
"45" 176 660 12099 48 20 167 425
"46" 180 669 12090 45 17 171 436
"47" 184 678 12079 41 18 172 447
"48" 188 685 12072 35 22 176 452
"49" 192 694 12066 27 22 183 462
"50" 196 696 12063 22 14 190 470
"51" 200 700 12059 13 15 191 481
