"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 20 12740 10 9 0 1
"3" 8 23 12734 14 5 2 2
"4" 12 32 12727 21 4 2 5
"5" 16 37 12723 24 4 4 5
"6" 20 37 12722 21 5 4 7
"7" 24 43 12717 17 9 5 12
"8" 28 51 12708 21 8 8 14
"9" 32 56 12703 24 6 8 18
"10" 36 70 12690 30 9 9 22
"11" 40 80 12679 35 7 9 29
"12" 44 84 12672 33 6 11 34
"13" 48 92 12667 37 8 13 34
"14" 52 100 12659 36 10 14 40
"15" 56 118 12642 45 12 16 45
"16" 60 127 12631 44 13 20 50
"17" 64 140 12619 48 16 21 55
"18" 68 147 12608 47 13 22 65
"19" 72 169 12589 53 18 26 72
"20" 76 191 12567 64 18 28 81
"21" 80 207 12552 72 12 30 93
"22" 84 220 12540 65 21 31 103
"23" 88 240 12518 68 23 36 113
"24" 92 260 12498 70 29 39 122
"25" 96 277 12480 66 28 47 136
"26" 100 295 12463 66 29 56 144
"27" 104 315 12443 72 27 60 156
"28" 108 333 12422 71 33 64 165
"29" 112 364 12395 79 35 71 179
"30" 116 383 12373 81 28 76 198
"31" 120 408 12349 92 27 80 209
"32" 124 418 12338 77 36 87 218
"33" 128 436 12323 73 34 95 234
"34" 132 463 12294 76 35 102 250
"35" 136 473 12283 73 32 109 259
"36" 140 497 12263 75 37 114 271
"37" 144 514 12244 67 39 124 284
"38" 148 526 12233 68 28 138 292
"39" 152 537 12219 57 27 144 309
"40" 156 559 12198 61 22 149 327
"41" 160 571 12187 54 24 157 336
"42" 164 591 12167 57 30 160 344
"43" 168 610 12147 56 27 165 362
"44" 172 630 12129 62 19 170 379
"45" 176 637 12119 51 18 173 395
"46" 180 649 12110 48 22 175 404
"47" 184 666 12094 47 21 181 417
"48" 188 677 12082 49 14 187 427
"49" 192 690 12069 48 14 189 439
"50" 196 694 12064 41 17 191 445
"51" 200 708 12050 44 16 195 453
