"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 22 127488 12 5 2 3
"3" 8 36 127476 25 5 2 4
"4" 12 44 127464 32 3 3 6
"5" 16 58 127451 39 8 4 7
"6" 20 77 127431 51 10 6 10
"7" 24 95 127412 64 6 9 16
"8" 28 116 127389 75 9 9 23
"9" 32 150 127354 91 20 12 27
"10" 36 207 127300 131 25 14 37
"11" 40 275 127229 168 38 21 48
"12" 44 338 127163 208 39 27 64
"13" 48 431 127067 265 47 38 81
"14" 52 549 126951 333 61 50 105
"15" 56 720 126774 446 73 61 140
"16" 60 899 126588 553 90 84 172
"17" 64 1134 126348 686 110 101 237
"18" 68 1464 126008 884 156 133 291
"19" 72 1845 125608 1125 174 165 381
"20" 76 2321 125127 1379 242 206 494
"21" 80 2986 124460 1793 315 265 613
"22" 84 3773 123636 2255 412 330 776
"23" 88 4810 122592 2881 531 427 971
"24" 92 6090 121259 3670 613 552 1255
"25" 96 7629 119658 4570 778 708 1573
"26" 100 9662 117612 5795 969 885 2013
"27" 104 12159 115058 7267 1266 1099 2527
"28" 108 15103 112037 8994 1589 1391 3129
"29" 112 18868 108157 11146 2034 1716 3972
"30" 116 23692 103224 13956 2579 2175 4982
"31" 120 29328 97455 17140 3144 2728 6316
"32" 124 36069 90592 20742 3989 3425 7913
"33" 128 43855 82599 24648 4979 4277 9951
"34" 132 52685 73637 28847 5993 5353 12492
"35" 136 62216 63941 32783 7291 6621 15521
"36" 140 72323 53657 36313 8618 8197 19195
"37" 144 82555 43385 39197 9815 10035 23508
"38" 148 92115 33615 40360 11253 12087 28415
"39" 152 101213 24652 40353 12638 14436 33786
"40" 156 109064 16854 38631 13439 17036 39958
"41" 160 115285 10747 35225 14029 19731 46300
"42" 164 119666 6522 30259 14141 22509 52757
"43" 168 122648 3753 24596 13698 25253 59101
"44" 172 124590 2061 19019 12635 27795 65141
"45" 176 125680 1190 13864 11172 30179 70465
"46" 180 126353 724 9506 9517 32202 75128
"47" 184 126732 441 6244 7722 33807 78959
"48" 188 126989 317 3968 5840 35148 82033
"49" 192 127139 238 2412 4205 36104 84418
"50" 196 127226 186 1483 2988 36760 85995
"51" 200 127293 146 844 2039 37261 87149
