# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 1580 0 0 0 0
 4.000000E+00 3 1580 1 2 0 0
 8.000000E+00 7 1575 4 1 1 1
 1.200000E+01 9 1574 6 1 1 1
 1.600000E+01 9 1573 5 1 2 1
 2.000000E+01 8 1572 3 1 3 1
 2.400000E+01 8 1572 3 1 3 1
 2.800000E+01 11 1569 5 1 3 2
 3.200000E+01 14 1569 7 2 3 2
 3.600000E+01 8 1568 2 0 3 3
 4.000000E+01 14 1567 7 1 3 3
 4.400000E+01 20 1565 10 3 4 3
 4.800000E+01 18 1565 8 0 6 4
 5.200000E+01 21 1560 8 3 6 4
 5.600000E+01 26 1559 12 2 6 6
 6.000000E+01 25 1558 10 2 6 7
 6.400000E+01 26 1557 7 3 7 9
 6.800000E+01 32 1554 10 4 8 10
 7.200000E+01 37 1551 12 5 9 11
 7.600000E+01 33 1548 7 5 10 11
 8.000000E+01 37 1545 9 3 11 14
 8.400000E+01 48 1542 14 8 11 15
 8.800000E+01 44 1540 8 7 12 17
 9.200000E+01 53 1532 17 4 12 20
 9.600000E+01 54 1529 12 8 14 20
 1.000000E+02 60 1524 15 7 14 24
 1.040000E+02 61 1518 10 7 18 26
 1.080000E+02 71 1516 13 9 20 29
 1.120000E+02 71 1512 11 8 21 31
 1.160000E+02 74 1508 11 8 21 34
 1.200000E+02 82 1499 16 6 22 38
 1.240000E+02 101 1489 27 9 26 39
 1.280000E+02 96 1484 17 7 30 42
 1.320000E+02 94 1477 14 6 31 43
 1.360000E+02 97 1476 13 4 33 47
 1.400000E+02 104 1472 14 6 33 51
 1.440000E+02 113 1469 16 4 35 58
 1.480000E+02 111 1463 12 3 37 59
 1.520000E+02 112 1462 14 1 38 59
 1.560000E+02 119 1459 20 1 38 60
 1.600000E+02 113 1457 10 3 39 61
 1.640000E+02 115 1451 9 3 42 61
 1.680000E+02 115 1451 6 2 44 63
 1.720000E+02 123 1449 9 5 44 65
 1.760000E+02 130 1447 14 4 44 68
 1.800000E+02 128 1444 10 5 44 69
 1.840000E+02 129 1442 5 3 48 73
 1.880000E+02 131 1440 5 4 49 73
 1.920000E+02 131 1440 5 3 49 74
 1.960000E+02 139 1439 8 5 50 76
 2.000000E+02 139 1437 9 1 50 79

#Simulation ended (eff.: 0.844281, detail below)
	#Events: 3779
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
