"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 17 12743 7 5 1 4
"3" 8 21 12739 11 3 1 6
"4" 12 26 12734 15 2 1 8
"5" 16 35 12725 22 3 1 9
"6" 20 36 12723 20 3 2 11
"7" 24 42 12717 20 4 5 13
"8" 28 47 12712 22 5 5 15
"9" 32 56 12703 23 10 5 18
"10" 36 69 12691 29 11 7 22
"11" 40 80 12679 37 8 12 23
"12" 44 90 12669 38 8 14 30
"13" 48 91 12666 33 7 17 34
"14" 52 102 12657 32 13 21 36
"15" 56 115 12644 34 16 24 41
"16" 60 132 12627 41 14 28 49
"17" 64 136 12622 39 11 30 56
"18" 68 150 12607 45 13 32 60
"19" 72 168 12591 51 15 33 69
"20" 76 185 12572 53 19 37 76
"21" 80 199 12560 57 19 40 83
"22" 84 221 12537 67 18 45 91
"23" 88 243 12516 75 23 50 95
"24" 92 265 12492 79 29 54 103
"25" 96 289 12469 83 31 56 119
"26" 100 309 12446 83 29 63 134
"27" 104 340 12417 92 33 70 145
"28" 108 357 12399 97 22 77 161
"29" 112 376 12381 86 32 83 175
"30" 116 402 12355 88 30 93 191
"31" 120 430 12326 86 48 97 199
"32" 124 460 12298 90 43 109 218
"33" 128 478 12276 91 28 123 236
"34" 132 504 12252 88 36 126 254
"35" 136 520 12237 80 38 135 267
"36" 140 546 12207 86 32 141 287
"37" 144 570 12185 91 31 146 302
"38" 148 588 12168 84 35 154 315
"39" 152 611 12146 82 31 161 337
"40" 156 633 12124 83 29 166 355
"41" 160 653 12101 82 29 174 368
"42" 164 676 12079 82 32 179 383
"43" 168 697 12061 74 35 183 405
"44" 172 712 12045 68 36 192 416
"45" 176 727 12032 59 32 202 434
"46" 180 744 12016 64 29 207 444
"47" 184 753 12005 52 33 211 457
"48" 188 762 11996 50 22 217 473
"49" 192 777 11982 49 29 220 479
"50" 196 787 11970 42 28 228 489
"51" 200 800 11958 43 21 236 500
