"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 22 12738 12 7 1 2
"3" 8 27 12733 16 4 1 6
"4" 12 24 12733 12 4 2 6
"5" 16 30 12728 15 4 2 9
"6" 20 37 12722 20 2 5 10
"7" 24 40 12720 20 5 5 10
"8" 28 49 12710 24 7 6 12
"9" 32 59 12700 25 14 7 13
"10" 36 68 12691 31 6 13 18
"11" 40 77 12683 32 8 15 22
"12" 44 90 12670 39 8 16 27
"13" 48 103 12656 45 8 17 33
"14" 52 110 12650 44 12 17 37
"15" 56 119 12640 43 13 18 45
"16" 60 134 12625 44 15 22 53
"17" 64 145 12610 42 18 22 63
"18" 68 165 12593 52 21 23 69
"19" 72 178 12580 57 20 24 77
"20" 76 192 12568 58 16 28 90
"21" 80 204 12554 57 14 33 100
"22" 84 214 12544 51 17 38 108
"23" 88 227 12533 48 21 43 115
"24" 92 232 12526 38 20 49 125
"25" 96 247 12512 42 20 55 130
"26" 100 255 12500 43 11 59 142
"27" 104 269 12489 47 12 61 149
"28" 108 291 12469 57 13 64 157
"29" 112 308 12451 61 20 65 162
"30" 116 328 12431 67 20 68 173
"31" 120 341 12419 65 23 73 180
"32" 124 355 12404 63 25 77 190
"33" 128 372 12388 62 19 83 208
"34" 132 381 12378 60 20 87 214
"35" 136 390 12369 54 26 89 221
"36" 140 399 12361 37 28 101 233
"37" 144 413 12345 38 22 108 245
"38" 148 427 12331 41 19 112 255
"39" 152 438 12319 45 19 114 260
"40" 156 447 12310 42 17 120 268
"41" 160 454 12305 43 14 124 273
"42" 164 464 12296 37 16 128 283
"43" 168 472 12288 35 14 128 295
"44" 172 482 12276 33 16 131 302
"45" 176 490 12268 36 14 132 308
"46" 180 498 12260 33 15 138 312
"47" 184 504 12255 29 11 145 319
"48" 188 509 12250 25 18 145 321
"49" 192 513 12246 19 14 147 333
"50" 196 520 12240 23 9 150 338
"51" 200 525 12234 22 8 154 341
