"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 18 12742 8 4 1 5
"3" 8 24 12736 14 3 2 5
"4" 12 29 12729 17 2 2 8
"5" 16 33 12723 18 3 2 10
"6" 20 47 12712 24 8 4 11
"7" 24 60 12698 33 6 5 16
"8" 28 70 12689 39 6 6 19
"9" 32 81 12679 42 10 6 23
"10" 36 91 12665 43 11 7 30
"11" 40 111 12648 48 17 10 36
"12" 44 130 12626 59 12 11 48
"13" 48 147 12611 61 18 12 56
"14" 52 169 12587 70 20 14 65
"15" 56 195 12564 82 16 18 79
"16" 60 209 12547 74 27 23 85
"17" 64 238 12521 78 29 30 101
"18" 68 263 12492 89 30 31 113
"19" 72 291 12464 105 27 34 125
"20" 76 322 12435 106 32 43 141
"21" 80 347 12410 107 34 48 158
"22" 84 381 12375 115 40 55 171
"23" 88 406 12349 109 36 62 199
"24" 92 435 12318 102 42 66 225
"25" 96 473 12283 115 41 74 243
"26" 100 503 12255 120 44 80 259
"27" 104 531 12224 122 47 89 273
"28" 108 569 12185 125 54 97 293
"29" 112 609 12146 131 58 107 313
"30" 116 646 12112 134 54 117 341
"31" 120 674 12082 129 55 122 368
"32" 124 715 12039 132 58 134 391
"33" 128 746 12009 127 61 144 414
"34" 132 779 11977 133 51 159 436
"35" 136 812 11941 128 59 172 453
"36" 140 850 11904 123 58 182 487
"37" 144 881 11873 126 52 193 510
"38" 148 909 11848 119 60 205 525
"39" 152 932 11823 109 51 214 558
"40" 156 954 11802 96 45 227 586
"41" 160 966 11786 85 39 236 606
"42" 164 986 11772 77 42 243 624
"43" 168 1007 11751 71 40 252 644
"44" 172 1019 11740 63 30 261 665
"45" 176 1032 11727 60 30 265 677
"46" 180 1041 11717 54 23 273 691
"47" 184 1062 11698 53 23 280 706
"48" 188 1075 11684 50 19 291 715
"49" 192 1084 11675 48 18 294 724
"50" 196 1090 11666 45 16 296 733
"51" 200 1105 11655 44 18 298 745
