# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 470 0 0 0 0
 4.000000E+00 2 470 2 0 0 0
 8.000000E+00 2 470 2 0 0 0
 1.200000E+01 1 470 1 0 0 0
 1.600000E+01 3 470 2 1 0 0
 2.000000E+01 2 470 1 0 1 0
 2.400000E+01 7 470 6 0 1 0
 2.800000E+01 7 470 6 0 1 0
 3.200000E+01 8 469 6 1 1 0
 3.600000E+01 2 468 1 0 1 0
 4.000000E+01 11 465 8 1 1 1
 4.400000E+01 9 465 7 0 1 1
 4.800000E+01 8 465 6 0 1 1
 5.200000E+01 11 465 9 0 1 1
 5.600000E+01 12 465 10 0 1 1
 6.000000E+01 11 465 6 3 1 1
 6.400000E+01 8 463 4 1 1 2
 6.800000E+01 12 463 9 0 1 2
 7.200000E+01 15 463 12 0 1 2
 7.600000E+01 15 462 10 1 2 2
 8.000000E+01 21 460 9 5 2 5
 8.400000E+01 25 458 13 4 3 5
 8.800000E+01 21 456 8 3 3 7
 9.200000E+01 22 455 6 4 3 9
 9.600000E+01 31 452 15 3 3 10
 1.000000E+02 34 449 14 7 3 10
 1.040000E+02 27 446 10 2 5 10
 1.080000E+02 28 445 9 2 6 11
 1.120000E+02 29 445 9 1 7 12
 1.160000E+02 31 445 10 2 7 12
 1.200000E+02 29 444 7 3 7 12
 1.240000E+02 31 443 7 2 7 15
 1.280000E+02 38 440 14 2 7 15
 1.320000E+02 38 436 7 7 8 16
 1.360000E+02 41 430 10 6 9 16
 1.400000E+02 49 427 14 6 10 19
 1.440000E+02 50 422 14 4 12 20
 1.480000E+02 49 422 13 2 13 21
 1.520000E+02 48 422 11 2 13 22
 1.560000E+02 56 418 16 3 13 24
 1.600000E+02 52 417 9 3 14 26
 1.640000E+02 54 416 6 5 15 28
 1.680000E+02 50 413 3 2 15 30
 1.720000E+02 56 412 8 0 16 32
 1.760000E+02 56 412 5 2 16 33
 1.800000E+02 57 411 3 4 17 33
 1.840000E+02 59 410 4 1 19 35
 1.880000E+02 65 407 8 1 21 35
 1.920000E+02 62 406 5 0 21 36
 1.960000E+02 65 406 5 1 21 38
 2.000000E+02 68 404 7 2 21 38

#Simulation ended (eff.: 0.773062, detail below)
	#Events: 2204
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
