"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 24 127486 14 6 1 3
"3" 32 34 127475 24 2 2 6
"4" 48 41 127469 30 2 3 6
"5" 64 50 127460 32 5 4 9
"6" 80 60 127445 37 7 4 12
"7" 96 77 127430 49 10 5 13
"8" 112 102 127403 63 13 7 19
"9" 128 131 127375 82 13 10 26
"10" 144 168 127337 105 18 13 32
"11" 160 204 127299 121 23 16 44
"12" 176 263 127240 157 31 22 53
"13" 192 356 127145 220 39 27 70
"14" 208 458 127039 295 37 36 90
"15" 224 576 126919 356 60 51 109
"16" 240 727 126763 439 77 61 150
"17" 256 923 126558 564 93 77 189
"18" 272 1177 126303 722 122 95 238
"19" 288 1468 126000 882 142 132 312
"20" 304 1850 125602 1119 190 165 376
"21" 320 2334 125114 1421 244 203 466
"22" 336 2982 124450 1828 303 253 598
"23" 352 3811 123602 2324 436 316 735
"24" 368 4782 122602 2922 517 398 945
"25" 384 6065 121317 3714 624 515 1212
"26" 400 7747 119578 4738 800 661 1548
"27" 416 9737 117528 5898 1034 851 1954
"28" 432 12347 114856 7435 1346 1075 2491
"29" 448 15481 111620 9273 1659 1389 3160
"30" 464 19517 107496 11639 2095 1773 4010
"31" 480 24394 102505 14379 2671 2227 5117
"32" 496 30142 96631 17577 3275 2825 6465
"33" 512 36936 89671 21142 4098 3517 8179
"34" 528 44998 81482 25144 5136 4407 10311
"35" 544 53842 72401 29384 6091 5506 12861
"36" 560 63884 62288 33660 7418 6822 15984
"37" 576 73809 52097 36972 8732 8455 19650
"38" 592 84041 41850 39480 10079 10341 24141
"39" 608 93818 32067 40743 11496 12474 29105
"40" 624 102563 23282 40284 12801 14816 34662
"41" 640 110180 15762 38301 13754 17395 40730
"42" 656 116192 9854 34641 14316 20121 47114
"43" 672 120497 5804 29690 14260 22866 53681
"44" 688 123244 3275 23841 13704 25595 60104
"45" 704 124865 1831 17993 12476 28225 66171
"46" 720 125870 1072 12982 10890 30549 71449
"47" 736 126450 648 8880 9020 32510 76040
"48" 752 126803 417 5794 7160 34076 79773
"49" 768 127009 292 3683 5398 35265 82663
"50" 784 127163 231 2205 3927 36209 84822
"51" 800 127244 189 1306 2770 36882 86286
