# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 4700 0 0 0 0
 4.000000E+00 4 4697 3 1 0 0
 8.000000E+00 2 4695 1 1 0 0
 1.200000E+01 4 4695 3 0 1 0
 1.600000E+01 4 4692 2 1 1 0
 2.000000E+01 8 4690 6 1 1 0
 2.400000E+01 7 4689 5 1 1 0
 2.800000E+01 11 4689 9 0 1 1
 3.200000E+01 5 4689 2 1 1 1
 3.600000E+01 11 4688 8 0 1 2
 4.000000E+01 18 4688 14 1 1 2
 4.400000E+01 21 4688 14 2 2 3
 4.800000E+01 19 4686 10 1 2 6
 5.200000E+01 28 4684 15 4 3 6
 5.600000E+01 31 4674 16 5 3 7
 6.000000E+01 47 4671 28 6 5 8
 6.400000E+01 59 4664 40 4 6 9
 6.800000E+01 75 4650 56 1 6 12
 7.200000E+01 84 4644 60 3 7 14
 7.600000E+01 85 4624 56 7 8 14
 8.000000E+01 136 4608 100 13 8 15
 8.400000E+01 131 4596 92 10 11 18
 8.800000E+01 168 4570 115 16 14 23
 9.200000E+01 209 4530 143 13 16 37
 9.600000E+01 299 4480 213 20 19 47
 1.000000E+02 370 4416 250 36 23 61
 1.040000E+02 453 4318 305 41 28 79
 1.080000E+02 570 4216 391 48 34 97
 1.120000E+02 753 4107 522 61 48 122
 1.160000E+02 958 3977 675 68 62 153
 1.200000E+02 1148 3783 773 102 81 192
 1.240000E+02 1446 3575 950 149 108 239
 1.280000E+02 1842 3315 1216 169 132 325
 1.320000E+02 2356 2970 1566 224 168 398
 1.360000E+02 2906 2552 1928 260 220 498
 1.400000E+02 3383 2130 2163 322 272 626
 1.440000E+02 4127 1681 2583 405 339 800
 1.480000E+02 4946 1239 3033 487 410 1016
 1.520000E+02 5791 866 3472 557 507 1255
 1.560000E+02 6554 569 3683 707 615 1549
 1.600000E+02 7271 324 3855 755 765 1896
 1.640000E+02 7955 185 3897 834 927 2297
 1.680000E+02 8481 100 3769 920 1087 2705
 1.720000E+02 8738 52 3358 955 1280 3145
 1.760000E+02 8813 33 2848 935 1489 3541
 1.800000E+02 8973 19 2384 962 1690 3937
 1.840000E+02 8818 12 1736 870 1871 4341
 1.880000E+02 8800 7 1296 774 2028 4702
 1.920000E+02 8713 5 897 645 2154 5017
 1.960000E+02 8585 3 544 515 2261 5265
 2.000000E+02 8574 3 375 364 2351 5484

#Simulation ended (eff.: 0.956084, detail below)
	#Events: 254654
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
