# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 4700 0 0 0 0
 4.000000E+00 1 4700 1 0 0 0
 8.000000E+00 6 4700 6 0 0 0
 1.200000E+01 5 4699 4 1 0 0
 1.600000E+01 4 4694 2 1 1 0
 2.000000E+01 8 4692 5 1 2 0
 2.400000E+01 12 4689 9 0 2 1
 2.800000E+01 13 4685 9 1 2 1
 3.200000E+01 13 4682 8 2 2 1
 3.600000E+01 20 4681 13 4 2 1
 4.000000E+01 27 4671 18 4 2 3
 4.400000E+01 37 4658 24 7 2 4
 4.800000E+01 48 4649 35 5 4 4
 5.200000E+01 65 4641 48 5 5 7
 5.600000E+01 65 4627 45 2 7 11
 6.000000E+01 100 4619 74 5 8 13
 6.400000E+01 99 4604 65 8 10 16
 6.800000E+01 168 4572 118 18 12 20
 7.200000E+01 188 4530 129 13 18 28
 7.600000E+01 250 4488 172 23 23 32
 8.000000E+01 301 4434 194 33 29 45
 8.400000E+01 400 4355 274 33 35 58
 8.800000E+01 513 4279 346 39 42 86
 9.200000E+01 671 4173 457 58 49 107
 9.600000E+01 815 4069 538 69 62 146
 1.000000E+02 1056 3905 718 85 71 182
 1.040000E+02 1311 3696 873 112 90 236
 1.080000E+02 1601 3445 1050 142 124 285
 1.120000E+02 2029 3145 1355 165 148 361
 1.160000E+02 2497 2830 1630 240 187 440
 1.200000E+02 3022 2419 1936 280 234 572
 1.240000E+02 3649 2019 2324 308 296 721
 1.280000E+02 4404 1585 2781 381 364 878
 1.320000E+02 5223 1207 3207 488 438 1090
 1.360000E+02 5959 812 3513 571 545 1330
 1.400000E+02 6730 512 3788 665 656 1621
 1.440000E+02 7308 314 3743 801 792 1972
 1.480000E+02 8012 181 3795 896 964 2357
 1.520000E+02 8536 96 3647 987 1152 2750
 1.560000E+02 8677 48 3189 968 1349 3171
 1.600000E+02 8828 26 2668 1025 1536 3599
 1.640000E+02 8882 16 2137 964 1728 4053
 1.680000E+02 8920 13 1650 887 1912 4471
 1.720000E+02 8809 5 1142 763 2077 4827
 1.760000E+02 8747 3 782 603 2209 5153
 1.800000E+02 8733 2 565 491 2295 5382
 1.840000E+02 8659 0 327 370 2364 5598
 1.880000E+02 8609 0 172 271 2421 5745
 1.920000E+02 8621 0 114 194 2457 5856
 1.960000E+02 8603 0 67 136 2486 5914
 2.000000E+02 8595 0 40 90 2505 5960

#Simulation ended (eff.: 0.954886, detail below)
	#Events: 259837
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
