"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 23 127486 13 6 2 2
"3" 32 28 127480 17 3 5 3
"4" 48 40 127469 27 3 5 5
"5" 64 54 127455 37 6 6 5
"6" 80 68 127440 42 11 7 8
"7" 96 95 127414 62 13 10 10
"8" 112 132 127375 92 10 12 18
"9" 128 164 127340 107 14 15 28
"10" 144 205 127299 130 20 17 38
"11" 160 268 127231 171 32 21 44
"12" 176 344 127159 220 33 31 60
"13" 192 448 127054 280 49 41 78
"14" 208 564 126931 351 58 52 103
"15" 224 688 126804 417 68 64 139
"16" 240 877 126615 542 83 78 174
"17" 256 1108 126375 660 127 96 225
"18" 272 1416 126061 844 152 120 300
"19" 288 1855 125610 1124 200 149 382
"20" 304 2419 125038 1499 239 189 492
"21" 320 3025 124404 1870 307 240 608
"22" 336 3823 123598 2332 407 315 769
"23" 352 4876 122526 2975 517 409 975
"24" 368 6164 121196 3721 668 528 1247
"25" 384 7812 119498 4744 789 697 1582
"26" 400 9787 117480 5875 1034 885 1993
"27" 416 12273 114905 7318 1312 1100 2543
"28" 432 15540 111546 9274 1652 1390 3224
"29" 448 19465 107554 11535 2097 1735 4098
"30" 464 24379 102521 14367 2637 2174 5201
"31" 480 29965 96753 17420 3233 2772 6540
"32" 496 36832 89739 21069 4074 3535 8154
"33" 512 44730 81729 25072 5034 4456 10168
"34" 528 53798 72405 29444 6017 5571 12766
"35" 544 63378 62712 33260 7396 6905 15817
"36" 560 73534 52400 36765 8679 8466 19624
"37" 576 83823 42007 39394 10256 10242 23931
"38" 592 93688 32064 40803 11519 12447 28919
"39" 608 102640 23239 40609 12720 14809 34502
"40" 624 110157 15740 38443 13623 17487 40604
"41" 640 116004 10059 34556 14162 20196 47090
"42" 656 120243 6011 29467 14260 22890 53626
"43" 672 123079 3399 23865 13644 25629 59941
"44" 688 124762 1915 18153 12632 28167 65810
"45" 704 125829 1089 13080 10924 30533 71292
"46" 720 126473 610 8980 9186 32470 75837
"47" 736 126847 403 5916 7284 34086 79561
"48" 752 127020 272 3815 5479 35352 82374
"49" 768 127183 205 2305 4054 36296 84528
"50" 784 127255 166 1345 2832 36960 86118
"51" 800 127313 141 788 1895 37436 87194
