# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 10 10000 0 10 0 0
 4.000000E+00 12 9994 2 5 2 3
 8.000000E+00 16 9991 7 1 2 6
 1.200000E+01 16 9987 7 0 2 7
 1.600000E+01 17 9987 6 2 2 7
 2.000000E+01 17 9985 4 4 2 7
 2.400000E+01 21 9981 7 3 2 9
 2.800000E+01 21 9980 7 2 2 10
 3.200000E+01 25 9978 9 0 3 13
 3.600000E+01 27 9976 7 3 3 14
 4.000000E+01 28 9971 6 4 3 15
 4.400000E+01 31 9968 7 5 3 16
 4.800000E+01 39 9965 11 6 4 18
 5.200000E+01 46 9959 13 7 5 21
 5.600000E+01 43 9957 10 3 6 24
 6.000000E+01 48 9953 13 4 7 24
 6.400000E+01 54 9949 15 6 7 26
 6.800000E+01 55 9942 13 6 8 28
 7.200000E+01 62 9940 18 6 9 29
 7.600000E+01 65 9934 19 5 10 31
 8.000000E+01 68 9932 16 7 10 35
 8.400000E+01 72 9928 16 6 11 39
 8.800000E+01 79 9920 21 5 11 42
 9.200000E+01 85 9915 23 5 11 46
 9.600000E+01 85 9914 14 10 12 49
 1.000000E+02 92 9906 19 4 15 54
 1.040000E+02 100 9900 19 7 17 57
 1.080000E+02 99 9897 16 4 21 58
 1.120000E+02 107 9892 18 6 21 62
 1.160000E+02 113 9887 22 6 23 62
 1.200000E+02 111 9884 13 9 26 63
 1.240000E+02 124 9879 19 9 29 67
 1.280000E+02 131 9871 18 12 30 71
 1.320000E+02 131 9867 19 6 32 74
 1.360000E+02 135 9864 19 8 32 76
 1.400000E+02 144 9861 22 6 34 82
 1.440000E+02 150 9856 22 6 35 87
 1.480000E+02 151 9854 20 6 35 90
 1.520000E+02 157 9849 19 6 37 95
 1.560000E+02 161 9839 15 9 38 99
 1.600000E+02 162 9836 13 4 41 104
 1.640000E+02 172 9830 18 6 41 107
 1.680000E+02 180 9823 21 7 41 111
 1.720000E+02 187 9818 21 8 43 115
 1.760000E+02 192 9813 20 10 44 118
 1.800000E+02 198 9808 16 14 45 123
 1.840000E+02 197 9804 9 11 51 126
 1.880000E+02 208 9800 14 8 56 130
 1.920000E+02 215 9796 17 6 58 134
 1.960000E+02 209 9794 5 7 59 138
 2.000000E+02 214 9791 8 6 60 140

#Simulation ended (eff.: 0.945575, detail below)
	#Events: 11710
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
