# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 10 100000 0 10 0 0
 4.000000E+00 17 99988 9 4 2 2
 8.000000E+00 21 99977 12 2 3 4
 1.200000E+01 21 99973 10 2 3 6
 1.600000E+01 32 99965 20 2 3 7
 2.000000E+01 37 99952 20 5 3 9
 2.400000E+01 44 99942 23 5 3 13
 2.800000E+01 58 99930 32 4 5 17
 3.200000E+01 71 99919 41 5 7 18
 3.600000E+01 90 99898 50 11 7 22
 4.000000E+01 105 99875 57 10 12 26
 4.400000E+01 147 99841 84 18 14 31
 4.800000E+01 175 99795 97 17 21 40
 5.200000E+01 226 99735 123 30 27 46
 5.600000E+01 297 99650 170 35 34 58
 6.000000E+01 392 99550 227 60 40 65
 6.400000E+01 494 99412 289 62 48 95
 6.800000E+01 651 99249 396 73 58 124
 7.200000E+01 827 99058 503 94 76 154
 7.600000E+01 1053 98795 620 121 103 209
 8.000000E+01 1369 98445 828 148 128 265
 8.400000E+01 1727 98011 1016 207 164 340
 8.800000E+01 2256 97474 1332 259 216 449
 9.200000E+01 2931 96747 1726 343 271 591
 9.600000E+01 3716 95833 2152 439 341 784
 1.000000E+02 4720 94622 2735 552 430 1003
 1.040000E+02 6062 93140 3495 717 555 1295
 1.080000E+02 7570 91312 4309 877 726 1658
 1.120000E+02 9533 89150 5428 1065 927 2113
 1.160000E+02 12035 86324 6794 1394 1170 2677
 1.200000E+02 14907 82871 8274 1714 1486 3433
 1.240000E+02 18474 78755 10077 2177 1872 4348
 1.280000E+02 22553 73795 12024 2735 2370 5424
 1.320000E+02 27425 67778 14187 3389 2989 6860
 1.360000E+02 32843 60649 16444 4040 3717 8642
 1.400000E+02 38827 52790 18679 4775 4617 10756
 1.440000E+02 45024 44377 20420 5774 5641 13189
 1.480000E+02 50763 35533 21279 6680 6876 15928
 1.520000E+02 56363 27077 21528 7390 8269 19176
 1.560000E+02 61607 19356 20954 8094 9762 22797
 1.600000E+02 65770 12852 19306 8429 11411 26624
 1.640000E+02 69138 8058 17008 8540 13016 30574
 1.680000E+02 71645 4729 14191 8273 14753 34428
 1.720000E+02 73541 2705 11052 7954 16389 38146
 1.760000E+02 74917 1511 8221 7071 17938 41687
 1.800000E+02 75695 877 5653 6060 19259 44723
 1.840000E+02 76316 535 3782 4918 20379 47237
 1.880000E+02 76683 354 2495 3737 21241 49210
 1.920000E+02 76930 240 1519 2858 21877 50676
 1.960000E+02 77084 186 912 2004 22379 51789
 2.000000E+02 77174 158 557 1350 22713 52554

#Simulation ended (eff.: 0.947777, detail below)
	#Events: 1415659
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
