"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 15 12745 5 6 1 3
"3" 8 17 12743 7 4 1 5
"4" 12 18 12742 7 4 1 6
"5" 16 23 12737 11 1 3 8
"6" 20 25 12735 12 2 3 8
"7" 24 26 12734 10 3 5 8
"8" 28 27 12732 8 4 5 10
"9" 32 34 12726 13 5 5 11
"10" 36 38 12721 17 1 6 14
"11" 40 44 12716 18 4 7 15
"12" 44 59 12700 31 5 7 16
"13" 48 67 12693 31 8 10 18
"14" 52 86 12673 45 9 11 21
"15" 56 100 12659 50 9 14 27
"16" 60 110 12648 50 12 19 29
"17" 64 129 12629 59 16 20 34
"18" 68 143 12616 61 15 23 44
"19" 72 155 12603 62 14 28 51
"20" 76 170 12589 60 20 29 61
"21" 80 187 12572 63 23 32 69
"22" 84 205 12554 64 26 36 79
"23" 88 216 12540 61 23 42 90
"24" 92 236 12522 61 24 47 104
"25" 96 250 12507 59 20 51 120
"26" 100 268 12492 60 21 55 132
"27" 104 283 12474 58 22 63 140
"28" 108 296 12461 58 26 64 148
"29" 112 308 12450 60 22 71 155
"30" 116 328 12427 61 23 78 166
"31" 120 350 12409 61 29 79 181
"32" 124 366 12393 57 29 83 197
"33" 128 374 12383 54 23 84 213
"34" 132 383 12374 40 26 90 227
"35" 136 407 12352 48 32 92 235
"36" 140 419 12338 49 31 95 244
"37" 144 437 12317 57 29 97 254
"38" 148 458 12300 60 27 102 269
"39" 152 474 12282 60 24 108 282
"40" 156 496 12262 66 22 114 294
"41" 160 504 12254 63 16 117 308
"42" 164 510 12248 50 18 125 317
"43" 168 520 12238 44 17 130 329
"44" 172 527 12232 36 19 135 337
"45" 176 543 12217 36 22 137 348
"46" 180 554 12205 39 15 144 356
"47" 184 561 12199 37 14 145 365
"48" 188 563 12197 25 18 147 373
"49" 192 567 12192 22 11 149 385
"50" 196 572 12188 20 12 151 389
"51" 200 575 12184 18 12 152 393
