# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 7000 0 0 0 0
 4.000000E+00 0 7000 0 0 0 0
 8.000000E+00 2 7000 2 0 0 0
 1.200000E+01 2 7000 2 0 0 0
 1.600000E+01 4 7000 3 1 0 0
 2.000000E+01 11 7000 10 1 0 0
 2.400000E+01 15 6999 13 0 0 2
 2.800000E+01 18 6997 15 0 0 3
 3.200000E+01 20 6995 16 1 0 3
 3.600000E+01 35 6988 28 4 0 3
 4.000000E+01 28 6975 21 2 0 5
 4.400000E+01 52 6953 40 7 0 5
 4.800000E+01 68 6947 58 5 0 5
 5.200000E+01 77 6931 62 10 0 5
 5.600000E+01 102 6908 81 14 0 7
 6.000000E+01 112 6888 92 9 2 9
 6.400000E+01 161 6864 127 14 5 15
 6.800000E+01 213 6831 162 21 8 22
 7.200000E+01 280 6774 218 21 11 30
 7.600000E+01 328 6723 245 30 14 39
 8.000000E+01 433 6660 322 36 23 52
 8.400000E+01 560 6559 413 44 36 67
 8.800000E+01 723 6426 535 57 46 85
 9.200000E+01 869 6297 620 71 55 123
 9.600000E+01 1163 6103 827 101 71 164
 1.000000E+02 1529 5835 1073 135 101 220
 1.040000E+02 1917 5536 1333 169 133 282
 1.080000E+02 2430 5149 1663 218 179 370
 1.120000E+02 3009 4726 2038 275 224 472
 1.160000E+02 3746 4214 2535 321 286 604
 1.200000E+02 4478 3641 2982 380 357 759
 1.240000E+02 5508 2987 3620 486 437 965
 1.280000E+02 6465 2334 4143 596 548 1178
 1.320000E+02 7790 1707 4960 674 665 1491
 1.360000E+02 8784 1157 5300 824 819 1841
 1.400000E+02 9943 728 5732 981 1005 2225
 1.440000E+02 11076 453 6008 1150 1204 2714
 1.480000E+02 12054 261 6136 1228 1429 3261
 1.520000E+02 12750 138 5882 1300 1708 3860
 1.560000E+02 13289 75 5381 1493 1941 4474
 1.600000E+02 13615 47 4787 1427 2260 5141
 1.640000E+02 13799 26 4002 1476 2527 5794
 1.680000E+02 13713 10 3121 1329 2795 6468
 1.720000E+02 13471 7 2254 1125 3040 7052
 1.760000E+02 13361 5 1573 978 3267 7543
 1.800000E+02 13279 2 1047 823 3440 7969
 1.840000E+02 13240 1 740 628 3569 8303
 1.880000E+02 13137 1 448 453 3684 8552
 1.920000E+02 13034 0 231 315 3748 8740
 1.960000E+02 13040 0 142 235 3806 8857
 2.000000E+02 13023 0 78 159 3846 8940

#Simulation ended (eff.: 0.961626, detail below)
	#Events: 467681
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
