# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 4700 0 0 0 0
 2.000000E+00 3 4699 2 1 0 0
 4.000000E+00 4 4698 3 1 0 0
 6.000000E+00 2 4697 1 1 0 0
 8.000000E+00 6 4695 5 1 0 0
 1.000000E+01 4 4694 2 2 0 0
 1.200000E+01 6 4694 4 2 0 0
 1.400000E+01 5 4693 4 0 0 1
 1.600000E+01 2 4693 1 0 0 1
 1.800000E+01 4 4693 3 0 0 1
 2.000000E+01 9 4693 8 0 1 1
 2.200000E+01 4 4693 3 0 1 1
 2.400000E+01 2 4693 1 0 1 1
 2.600000E+01 3 4693 2 0 1 1
 2.800000E+01 4 4693 3 0 1 1
 3.000000E+01 6 4693 4 1 1 1
 3.200000E+01 8 4693 5 2 1 1
 3.400000E+01 7 4693 4 2 1 1
 3.600000E+01 12 4693 9 0 2 2
 3.800000E+01 7 4693 3 1 2 2
 4.000000E+01 10 4691 6 1 3 2
 4.200000E+01 11 4689 6 1 3 3
 4.400000E+01 10 4689 6 0 3 3
 4.600000E+01 13 4688 7 1 3 4
 4.800000E+01 16 4688 8 1 7 5
 5.000000E+01 14 4688 5 1 8 5
 5.200000E+01 17 4688 7 2 8 5
 5.400000E+01 15 4688 6 0 9 5
 5.600000E+01 13 4688 3 1 9 5
 5.800000E+01 20 4688 10 0 9 6
 6.000000E+01 17 4687 7 0 9 6
 6.200000E+01 19 4686 7 2 9 6
 6.400000E+01 22 4685 10 0 10 7
 6.600000E+01 24 4684 12 0 10 7
 6.800000E+01 24 4683 9 3 11 7
 7.000000E+01 24 4681 9 2 11 8
 7.200000E+01 31 4679 14 4 11 8
 7.400000E+01 19 4676 3 1 13 8
 7.600000E+01 27 4675 11 1 13 8
 7.800000E+01 33 4675 17 0 14 8
 8.000000E+01 35 4674 16 2 14 9
 8.200000E+01 40 4673 20 2 17 9
 8.400000E+01 32 4672 13 0 18 9
 8.600000E+01 45 4671 23 3 18 9
 8.800000E+01 48 4666 24 3 20 10
 9.000000E+01 52 4663 25 5 21 11
 9.200000E+01 47 4659 19 4 23 12
 9.400000E+01 53 4659 23 4 24 13
 9.600000E+01 60 4656 28 4 26 15
 9.800000E+01 62 4652 27 4 27 17
 1.000000E+02 62 4645 22 7 29 17
 1.020000E+02 63 4640 24 5 31 18
 1.040000E+02 68 4637 27 6 33 18
 1.060000E+02 69 4630 23 10 35 18
 1.080000E+02 88 4626 42 4 38 22
 1.100000E+02 89 4622 38 8 38 23
 1.120000E+02 97 4614 40 11 41 25
 1.140000E+02 95 4602 35 10 45 28
 1.160000E+02 112 4598 52 7 48 31
 1.180000E+02 95 4591 34 7 50 31
 1.200000E+02 107 4586 44 8 52 32
 1.220000E+02 130 4583 65 9 55 33
 1.240000E+02 124 4578 55 9 58 36
 1.260000E+02 135 4573 63 9 59 38
 1.280000E+02 130 4567 54 9 63 42
 1.300000E+02 161 4561 80 12 65 43
 1.320000E+02 166 4549 74 16 72 47
 1.340000E+02 169 4544 76 14 77 49
 1.360000E+02 183 4531 88 14 78 50
 1.380000E+02 182 4520 78 18 82 53
 1.400000E+02 193 4509 89 18 83 53
 1.420000E+02 191 4504 81 23 85 54
 1.440000E+02 217 4487 106 18 92 57
 1.460000E+02 218 4483 101 15 93 66
 1.480000E+02 250 4469 116 25 102 70
 1.500000E+02 277 4456 141 22 105 73
 1.520000E+02 235 4447 96 21 109 77
 1.540000E+02 282 4432 133 25 119 80
 1.560000E+02 289 4416 130 24 127 88
 1.580000E+02 282 4407 116 26 130 91
 1.600000E+02 307 4387 136 26 138 93
 1.620000E+02 341 4371 155 33 145 98
 1.640000E+02 378 4358 180 34 153 107
 1.660000E+02 395 4340 190 33 160 113
 1.680000E+02 390 4322 181 27 169 121
 1.700000E+02 439 4302 210 36 179 130
 1.720000E+02 454 4279 211 37 186 140
 1.740000E+02 477 4248 222 36 199 148
 1.760000E+02 522 4211 253 33 210 162
 1.780000E+02 520 4192 237 39 222 167
 1.800000E+02 599 4168 291 46 237 178
 1.820000E+02 627 4142 288 65 254 185
 1.840000E+02 643 4114 289 61 266 202
 1.860000E+02 698 4079 318 56 289 223
 1.880000E+02 745 4034 338 67 308 234
 1.900000E+02 788 3990 368 58 329 250
 1.920000E+02 822 3948 382 54 351 269
 1.940000E+02 844 3907 370 65 375 287
 1.960000E+02 914 3861 411 78 390 300
 1.980000E+02 965 3825 420 93 422 322
 2.000000E+02 1018 3779 448 87 451 344

#Simulation ended (eff.: 0.918242, detail below)
	#Events: 21182
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
