# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 15800 0 0 0 0
 2.000000E+00 1 15800 1 0 0 0
 4.000000E+00 1 15800 1 0 0 0
 6.000000E+00 7 15799 6 1 0 0
 8.000000E+00 6 15799 5 1 0 0
 1.000000E+01 3 15799 3 0 0 0
 1.200000E+01 5 15799 4 0 1 0
 1.400000E+01 9 15799 8 0 1 0
 1.600000E+01 6 15799 5 0 1 0
 1.800000E+01 11 15799 8 2 1 0
 2.000000E+01 12 15798 9 2 1 0
 2.200000E+01 13 15797 10 1 1 1
 2.400000E+01 16 15795 12 2 2 1
 2.600000E+01 13 15795 8 2 3 1
 2.800000E+01 11 15795 5 2 4 2
 3.000000E+01 12 15794 6 2 4 2
 3.200000E+01 18 15794 12 2 4 2
 3.400000E+01 21 15792 13 4 4 2
 3.600000E+01 20 15792 10 5 5 2
 3.800000E+01 24 15788 15 3 5 3
 4.000000E+01 26 15787 17 3 6 3
 4.200000E+01 22 15786 11 3 7 4
 4.400000E+01 24 15785 13 3 8 4
 4.600000E+01 19 15783 9 2 8 4
 4.800000E+01 28 15783 16 3 8 5
 5.000000E+01 32 15779 20 3 9 5
 5.200000E+01 28 15779 16 3 9 5
 5.400000E+01 21 15779 10 1 9 6
 5.600000E+01 26 15778 14 1 10 6
 5.800000E+01 29 15776 16 2 10 6
 6.000000E+01 36 15772 19 6 10 6
 6.200000E+01 40 15769 23 5 12 6
 6.400000E+01 39 15766 20 5 13 7
 6.600000E+01 50 15764 29 5 14 9
 6.800000E+01 49 15760 24 5 17 12
 7.000000E+01 49 15752 21 7 20 13
 7.200000E+01 51 15749 22 7 20 14
 7.400000E+01 56 15744 28 2 24 16
 7.600000E+01 60 15744 30 4 25 16
 7.800000E+01 72 15741 40 4 26 18
 8.000000E+01 66 15740 31 3 30 20
 8.200000E+01 86 15736 49 2 31 22
 8.400000E+01 79 15734 35 9 35 22
 8.600000E+01 92 15729 43 9 36 26
 8.800000E+01 100 15726 46 9 40 29
 9.000000E+01 117 15718 55 13 43 32
 9.200000E+01 130 15713 62 12 50 36
 9.400000E+01 127 15706 53 15 56 38
 9.600000E+01 125 15699 50 13 59 40
 9.800000E+01 141 15689 58 16 65 42
 1.000000E+02 170 15673 76 21 69 47
 1.020000E+02 191 15659 85 27 72 52
 1.040000E+02 203 15638 92 27 78 56
 1.060000E+02 187 15624 73 26 84 59
 1.080000E+02 209 15610 93 17 94 64
 1.100000E+02 227 15603 102 22 98 67
 1.120000E+02 226 15595 94 19 105 73
 1.140000E+02 241 15583 96 26 107 78
 1.160000E+02 269 15567 115 28 116 84
 1.180000E+02 266 15546 108 23 123 90
 1.200000E+02 291 15540 123 24 134 97
 1.220000E+02 294 15521 111 26 142 108
 1.240000E+02 301 15509 109 25 156 113
 1.260000E+02 344 15489 134 30 165 122
 1.280000E+02 347 15471 127 28 182 132
 1.300000E+02 388 15456 161 23 193 139
 1.320000E+02 386 15440 149 29 200 141
 1.340000E+02 439 15423 181 40 208 147
 1.360000E+02 459 15402 182 47 217 156
 1.380000E+02 511 15373 225 42 226 165
 1.400000E+02 522 15339 212 49 238 176
 1.420000E+02 559 15301 220 65 250 186
 1.440000E+02 620 15255 251 75 273 200
 1.460000E+02 645 15211 252 78 287 216
 1.480000E+02 676 15159 263 75 309 232
 1.500000E+02 719 15112 291 64 331 247
 1.520000E+02 769 15076 312 65 362 266
 1.540000E+02 805 15020 319 73 382 282
 1.560000E+02 855 14975 339 75 398 303
 1.580000E+02 870 14932 331 66 421 324
 1.600000E+02 975 14882 401 77 447 339
 1.620000E+02 1027 14811 418 79 481 361
 1.640000E+02 1092 14754 464 73 505 381
 1.660000E+02 1120 14691 443 97 537 397
 1.680000E+02 1172 14635 452 113 570 420
 1.700000E+02 1255 14572 474 139 600 442
 1.720000E+02 1327 14494 498 142 627 479
 1.740000E+02 1457 14398 571 149 681 510
 1.760000E+02 1476 14309 543 146 728 546
 1.780000E+02 1612 14223 635 152 771 568
 1.800000E+02 1702 14123 668 158 817 603
 1.820000E+02 1798 14039 718 151 872 636
 1.840000E+02 1887 13936 737 167 921 669
 1.860000E+02 1986 13861 763 183 969 710
 1.880000E+02 2082 13766 788 191 1023 751
 1.900000E+02 2247 13665 891 189 1085 795
 1.920000E+02 2374 13541 937 206 1145 838
 1.940000E+02 2456 13418 928 226 1206 888
 1.960000E+02 2622 13267 986 250 1279 952
 1.980000E+02 2889 13107 1156 284 1351 996
 2.000000E+02 2946 12922 1114 291 1430 1058

#Simulation ended (eff.: 0.941986, detail below)
	#Events: 49556
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
