"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 17 12743 7 9 0 1
"3" 8 21 12739 11 5 1 4
"4" 12 25 12733 14 2 2 7
"5" 16 34 12725 21 2 3 8
"6" 20 41 12718 23 5 4 9
"7" 24 43 12716 21 4 5 13
"8" 28 46 12712 19 5 6 16
"9" 32 57 12700 27 6 8 16
"10" 36 63 12696 28 6 12 17
"11" 40 70 12690 31 3 13 23
"12" 44 77 12683 32 5 14 26
"13" 48 84 12674 32 5 16 31
"14" 52 94 12666 31 11 18 34
"15" 56 107 12652 35 13 20 39
"16" 60 116 12642 41 8 25 42
"17" 64 129 12630 44 13 26 46
"18" 68 135 12624 41 12 29 53
"19" 72 140 12620 38 13 31 58
"20" 76 151 12609 38 18 33 62
"21" 80 167 12593 38 28 35 66
"22" 84 183 12577 45 21 39 78
"23" 88 198 12561 53 16 40 89
"24" 92 206 12552 50 16 45 95
"25" 96 216 12544 49 20 47 100
"26" 100 230 12527 50 18 51 111
"27" 104 249 12509 57 21 55 116
"28" 108 260 12499 58 19 58 125
"29" 112 276 12483 53 23 62 138
"30" 116 292 12465 55 24 64 149
"31" 120 306 12452 56 23 69 158
"32" 124 328 12432 61 30 70 167
"33" 128 337 12421 57 31 76 173
"34" 132 350 12406 61 25 82 182
"35" 136 363 12393 62 25 86 190
"36" 140 380 12379 57 32 95 196
"37" 144 389 12367 51 26 102 210
"38" 148 413 12347 59 27 107 220
"39" 152 426 12331 59 21 119 227
"40" 156 436 12323 53 26 125 232
"41" 160 444 12314 48 21 130 245
"42" 164 456 12302 43 23 134 256
"43" 168 468 12291 43 21 138 266
"44" 172 472 12286 40 18 141 273
"45" 176 480 12276 34 24 146 276
"46" 180 487 12271 31 21 150 285
"47" 184 503 12257 38 17 153 295
"48" 188 503 12255 23 20 160 300
"49" 192 513 12245 28 14 164 307
"50" 196 521 12238 24 17 169 311
"51" 200 528 12232 26 13 170 319
