"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 26 127484 16 2 2 6
"3" 8 30 127480 19 3 2 6
"4" 12 35 127475 24 2 2 7
"5" 16 45 127463 29 5 2 9
"6" 20 59 127449 38 5 4 12
"7" 24 73 127436 45 9 6 13
"8" 28 89 127417 54 10 9 16
"9" 32 111 127398 73 6 11 21
"10" 36 128 127380 75 13 12 28
"11" 40 175 127330 106 18 16 35
"12" 44 216 127287 128 20 20 48
"13" 48 271 127231 164 31 23 53
"14" 52 361 127138 216 36 37 72
"15" 56 453 127047 270 45 46 92
"16" 60 593 126901 355 66 54 118
"17" 64 763 126730 470 66 64 163
"18" 68 949 126540 586 80 82 201
"19" 72 1188 126299 727 112 107 242
"20" 76 1508 125959 910 152 134 312
"21" 80 1896 125568 1127 210 168 391
"22" 84 2395 125054 1442 263 208 482
"23" 88 3057 124369 1850 326 260 621
"24" 92 3838 123576 2337 368 346 787
"25" 96 4806 122568 2862 524 426 994
"26" 100 6213 121129 3726 690 541 1256
"27" 104 7875 119429 4737 848 692 1598
"28" 108 10043 117202 6077 1098 868 2000
"29" 112 12601 114563 7608 1331 1106 2556
"30" 116 15970 111164 9576 1741 1400 3253
"31" 120 20045 107006 11933 2135 1803 4174
"32" 124 24905 102010 14627 2695 2280 5303
"33" 128 30691 96086 17795 3334 2907 6655
"34" 132 37760 88852 21615 4172 3614 8359
"35" 136 45849 80555 25641 5236 4539 10433
"36" 140 54997 71240 29964 6256 5651 13126
"37" 144 64798 61286 34021 7502 6984 16291
"38" 148 74860 51103 37238 8915 8585 20122
"39" 152 85006 40768 39515 10423 10493 24575
"40" 156 94694 31164 40596 11808 12757 29533
"41" 160 103330 22536 40010 12920 15159 35241
"42" 164 110774 15135 37772 13807 17700 41495
"43" 168 116480 9575 34042 14034 20460 47944
"44" 172 120594 5718 28945 14126 23219 54304
"45" 176 123237 3245 22999 13691 25974 60573
"46" 180 124929 1854 17398 12419 28608 66504
"47" 184 125913 1018 12534 10751 30909 71719
"48" 188 126470 602 8601 8875 32814 76180
"49" 192 126852 376 5627 7071 34363 79791
"50" 196 127074 266 3552 5376 35538 82608
"51" 200 127187 197 2118 3969 36432 84668
