"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 19 12741 9 4 1 5
"3" 8 22 12738 12 2 3 5
"4" 12 30 12730 17 4 4 5
"5" 16 35 12723 21 3 4 7
"6" 20 44 12716 23 9 4 8
"7" 24 48 12709 26 7 5 10
"8" 28 58 12701 30 7 6 15
"9" 32 69 12690 32 11 8 18
"10" 36 74 12684 30 11 9 24
"11" 40 81 12677 30 8 13 30
"12" 44 91 12669 27 16 14 34
"13" 48 102 12657 29 12 17 44
"14" 52 114 12645 37 10 18 49
"15" 56 118 12641 32 13 21 52
"16" 60 133 12626 40 11 23 59
"17" 64 140 12620 40 11 23 66
"18" 68 149 12606 41 9 29 70
"19" 72 164 12595 48 9 33 74
"20" 76 177 12582 51 11 37 78
"21" 80 189 12571 49 14 40 86
"22" 84 201 12556 49 18 42 92
"23" 88 214 12542 50 18 47 99
"24" 92 227 12531 46 25 48 108
"25" 96 248 12510 60 14 50 124
"26" 100 263 12495 59 16 55 133
"27" 104 279 12479 63 18 58 140
"28" 108 294 12463 65 26 59 144
"29" 112 306 12450 55 33 62 156
"30" 116 323 12436 57 26 71 169
"31" 120 343 12413 63 25 78 177
"32" 124 360 12395 60 32 85 183
"33" 128 378 12378 65 23 92 198
"34" 132 389 12370 56 25 97 211
"35" 136 406 12349 50 30 104 222
"36" 140 423 12336 57 21 110 235
"37" 144 433 12321 46 28 114 245
"38" 148 449 12309 43 28 119 259
"39" 152 463 12294 50 23 123 267
"40" 156 477 12283 49 21 128 279
"41" 160 481 12276 38 22 132 289
"42" 164 497 12260 43 18 134 302
"43" 168 513 12246 46 17 138 312
"44" 172 519 12239 40 14 143 322
"45" 176 529 12229 38 13 148 330
"46" 180 538 12219 34 16 153 335
"47" 184 543 12214 28 16 159 340
"48" 188 551 12207 27 16 160 348
"49" 192 559 12199 28 14 163 354
"50" 196 570 12189 28 12 166 364
"51" 200 577 12183 30 11 168 368
