"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 12 12748 2 5 0 5
"3" 8 19 12741 9 3 0 7
"4" 12 20 12740 9 1 0 10
"5" 16 23 12736 10 3 0 10
"6" 20 24 12735 9 3 1 11
"7" 24 27 12733 11 1 3 12
"8" 28 32 12727 10 3 3 16
"9" 32 36 12723 12 4 3 17
"10" 36 39 12721 12 4 4 19
"11" 40 42 12717 15 2 6 19
"12" 44 49 12709 19 3 7 20
"13" 48 53 12707 21 3 7 22
"14" 52 55 12703 19 4 8 24
"15" 56 64 12694 22 7 8 27
"16" 60 69 12691 22 5 13 29
"17" 64 71 12689 17 6 13 35
"18" 68 76 12684 16 7 15 38
"19" 72 88 12671 22 8 19 39
"20" 76 91 12669 22 4 21 44
"21" 80 94 12665 21 7 21 45
"22" 84 101 12658 20 9 22 50
"23" 88 104 12655 19 9 24 52
"24" 92 110 12649 20 10 26 54
"25" 96 122 12637 26 10 28 58
"26" 100 131 12629 26 13 29 63
"27" 104 141 12616 32 9 33 67
"28" 108 153 12604 40 6 36 71
"29" 112 157 12603 38 6 37 76
"30" 116 160 12599 28 11 41 80
"31" 120 170 12588 32 9 45 84
"32" 124 176 12582 26 15 48 87
"33" 128 188 12572 27 17 51 93
"34" 132 194 12566 26 15 53 100
"35" 136 202 12556 25 13 58 106
"36" 140 211 12548 30 10 59 112
"37" 144 215 12543 27 14 61 113
"38" 148 220 12540 28 9 64 119
"39" 152 225 12535 23 9 66 127
"40" 156 235 12524 26 7 69 133
"41" 160 242 12518 24 10 72 136
"42" 164 250 12510 26 9 75 140
"43" 168 254 12506 20 13 77 144
"44" 172 261 12499 21 7 78 155
"45" 176 265 12495 21 6 80 158
"46" 180 267 12492 16 11 81 159
"47" 184 272 12488 17 8 82 165
"48" 188 274 12486 14 3 84 173
"49" 192 277 12483 12 3 86 176
"50" 196 279 12480 12 1 87 179
"51" 200 280 12479 9 4 88 179
