"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 15 12745 5 6 2 2
"3" 8 19 12741 9 1 2 7
"4" 12 20 12740 9 1 3 7
"5" 16 24 12736 9 2 5 8
"6" 20 25 12735 8 4 5 8
"7" 24 29 12731 10 5 5 9
"8" 28 31 12728 9 5 7 10
"9" 32 39 12719 13 4 9 13
"10" 36 45 12715 18 5 9 13
"11" 40 51 12709 19 6 12 14
"12" 44 54 12705 20 1 12 21
"13" 48 59 12701 21 3 12 23
"14" 52 62 12697 20 5 13 24
"15" 56 67 12692 18 7 14 28
"16" 60 71 12687 18 6 16 31
"17" 64 79 12681 21 9 16 33
"18" 68 85 12674 19 10 18 38
"19" 72 96 12663 28 8 19 41
"20" 76 99 12660 27 6 20 46
"21" 80 104 12655 27 9 21 47
"22" 84 116 12644 35 11 22 48
"23" 88 124 12636 35 10 25 54
"24" 92 134 12626 32 14 25 63
"25" 96 138 12621 30 9 27 72
"26" 100 147 12611 33 9 28 77
"27" 104 154 12605 31 13 30 80
"28" 108 164 12595 32 13 32 87
"29" 112 174 12585 34 12 35 93
"30" 116 186 12573 35 15 37 99
"31" 120 191 12568 29 16 39 107
"32" 124 203 12557 34 12 41 116
"33" 128 211 12545 36 12 43 120
"34" 132 223 12536 39 11 46 127
"35" 136 231 12527 36 15 48 132
"36" 140 239 12521 36 13 50 140
"37" 144 250 12509 33 18 54 145
"38" 148 261 12498 34 15 56 156
"39" 152 266 12492 35 8 59 164
"40" 156 274 12484 34 12 60 168
"41" 160 285 12475 31 17 63 174
"42" 164 292 12468 22 23 65 182
"43" 168 299 12460 25 14 68 192
"44" 172 317 12442 34 11 72 200
"45" 176 322 12435 31 13 75 203
"46" 180 329 12429 31 9 77 212
"47" 184 334 12423 28 9 80 217
"48" 188 343 12415 26 13 81 223
"49" 192 351 12409 27 18 81 225
"50" 196 355 12404 21 18 85 231
"51" 200 358 12400 18 13 87 240
