# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 15800 0 0 0 0
 4.000000E+00 1 15800 1 0 0 0
 8.000000E+00 3 15800 3 0 0 0
 1.200000E+01 6 15800 6 0 0 0
 1.600000E+01 7 15800 6 1 0 0
 2.000000E+01 8 15798 7 0 0 1
 2.400000E+01 8 15798 5 1 0 2
 2.800000E+01 6 15796 2 1 0 3
 3.200000E+01 8 15795 4 1 0 3
 3.600000E+01 11 15792 5 1 1 4
 4.000000E+01 11 15791 5 1 1 4
 4.400000E+01 15 15789 6 4 1 4
 4.800000E+01 17 15787 6 2 2 7
 5.200000E+01 20 15786 8 2 2 8
 5.600000E+01 26 15785 12 3 3 8
 6.000000E+01 28 15782 9 6 4 9
 6.400000E+01 36 15779 14 4 7 11
 6.800000E+01 32 15775 11 2 7 12
 7.200000E+01 32 15775 9 4 7 12
 7.600000E+01 41 15770 13 6 7 15
 8.000000E+01 49 15763 18 8 7 16
 8.400000E+01 54 15756 14 12 9 19
 8.800000E+01 57 15749 16 6 12 23
 9.200000E+01 56 15742 13 5 13 25
 9.600000E+01 69 15739 23 5 13 28
 1.000000E+02 55 15737 9 4 14 28
 1.040000E+02 63 15733 10 9 15 29
 1.080000E+02 75 15726 15 12 18 30
 1.120000E+02 80 15717 15 10 22 33
 1.160000E+02 79 15714 10 9 24 36
 1.200000E+02 84 15706 11 8 26 39
 1.240000E+02 93 15702 16 8 27 42
 1.280000E+02 100 15695 20 9 27 44
 1.320000E+02 97 15689 16 6 30 45
 1.360000E+02 107 15687 20 5 33 49
 1.400000E+02 111 15682 21 6 34 50
 1.440000E+02 109 15676 14 7 35 53
 1.480000E+02 119 15670 16 11 37 55
 1.520000E+02 119 15667 16 4 43 56
 1.560000E+02 129 15666 17 5 45 62
 1.600000E+02 124 15663 12 2 46 64
 1.640000E+02 132 15656 15 4 47 66
 1.680000E+02 128 15655 8 4 48 68
 1.720000E+02 128 15650 7 4 48 69
 1.760000E+02 134 15647 10 4 50 70
 1.800000E+02 133 15644 8 3 51 71
 1.840000E+02 138 15643 10 4 51 73
 1.880000E+02 135 15642 4 5 52 74
 1.920000E+02 143 15636 7 5 52 79
 1.960000E+02 142 15632 6 4 52 80
 2.000000E+02 142 15631 7 2 53 80

#Simulation ended (eff.: 0.955485, detail below)
	#Events: 16313
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
