"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 21 127489 11 3 2 5
"3" 8 25 127484 15 1 3 6
"4" 12 33 127476 21 3 3 6
"5" 16 39 127468 26 1 3 9
"6" 20 50 127459 31 4 4 11
"7" 24 61 127447 33 9 6 13
"8" 28 85 127422 54 6 8 17
"9" 32 104 127402 67 9 9 19
"10" 36 130 127376 77 18 12 23
"11" 40 174 127334 111 14 15 34
"12" 44 218 127287 136 26 17 39
"13" 48 261 127248 162 25 23 51
"14" 52 357 127144 224 37 30 66
"15" 56 450 127053 288 44 31 87
"16" 60 581 126915 362 65 37 117
"17" 64 753 126739 479 81 45 148
"18" 68 987 126504 629 104 58 196
"19" 72 1261 126212 797 130 78 256
"20" 76 1599 125868 1000 169 105 325
"21" 80 2070 125390 1282 237 149 402
"22" 84 2646 124784 1647 288 197 514
"23" 88 3365 124059 2062 357 263 683
"24" 92 4271 123101 2622 448 340 861
"25" 96 5532 121845 3397 594 443 1098
"26" 100 7011 120334 4299 738 588 1386
"27" 104 8859 118432 5401 954 735 1769
"28" 108 11182 116050 6789 1191 949 2253
"29" 112 14231 112921 8636 1519 1220 2856
"30" 116 17858 109218 10766 1878 1555 3659
"31" 120 22423 104564 13399 2363 1972 4689
"32" 124 27698 99103 16323 2926 2502 5947
"33" 128 34096 92578 19674 3839 3146 7437
"34" 132 41811 84693 23788 4661 3980 9382
"35" 136 50379 75882 27898 5661 5030 11790
"36" 140 59829 66289 31997 6966 6256 14610
"37" 144 69955 56100 35746 8330 7795 18084
"38" 148 80323 45604 38740 9770 9586 22227
"39" 152 90440 35415 40666 11226 11552 26996
"40" 156 99732 26048 40895 12470 13910 32457
"41" 160 107892 17940 39657 13518 16355 38362
"42" 164 114455 11517 36454 14300 19014 44687
"43" 168 119209 6933 31628 14390 21947 51244
"44" 172 122380 4055 25910 14001 24664 57805
"45" 176 124363 2216 20048 13007 27274 64034
"46" 180 125618 1217 14741 11589 29693 69595
"47" 184 126356 706 10305 9656 31839 74556
"48" 188 126753 455 6792 7844 33565 78552
"49" 192 126993 287 4260 6037 34915 81781
"50" 196 127151 201 2631 4490 35922 84108
"51" 200 127230 161 1577 3135 36664 85854
