"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 15 12745 5 2 2 6
"3" 8 20 12740 10 1 2 7
"4" 12 26 12734 13 3 2 8
"5" 16 31 12728 16 3 2 10
"6" 20 37 12721 20 2 2 13
"7" 24 43 12716 22 3 3 15
"8" 28 53 12704 27 7 4 15
"9" 32 61 12699 30 7 6 18
"10" 36 71 12688 32 8 7 24
"11" 40 80 12678 34 10 9 27
"12" 44 95 12665 40 10 11 34
"13" 48 112 12647 49 11 11 41
"14" 52 122 12636 49 14 14 45
"15" 56 129 12629 49 15 15 50
"16" 60 143 12615 49 18 20 56
"17" 64 158 12600 53 17 27 61
"18" 68 174 12586 61 17 28 68
"19" 72 194 12565 61 26 31 76
"20" 76 219 12541 72 29 36 82
"21" 80 239 12517 78 27 40 94
"22" 84 255 12502 78 27 44 106
"23" 88 277 12480 74 31 51 121
"24" 92 310 12446 95 27 54 134
"25" 96 329 12424 91 32 60 146
"26" 100 357 12400 97 32 68 160
"27" 104 384 12374 98 36 72 178
"28" 108 403 12352 98 34 80 191
"29" 112 429 12328 99 33 88 209
"30" 116 453 12303 97 33 102 221
"31" 120 489 12267 109 39 104 237
"32" 124 512 12243 97 50 114 251
"33" 128 544 12212 106 44 121 273
"34" 132 572 12187 107 38 130 297
"35" 136 592 12166 94 46 139 313
"36" 140 610 12147 84 47 150 329
"37" 144 641 12116 84 54 156 347
"38" 148 664 12093 87 42 167 368
"39" 152 691 12066 93 35 178 385
"40" 156 705 12052 83 37 184 401
"41" 160 726 12032 77 45 188 416
"42" 164 744 12013 70 46 195 433
"43" 168 758 11998 69 35 202 452
"44" 172 781 11977 67 36 206 472
"45" 176 796 11963 56 32 216 492
"46" 180 815 11944 52 33 222 508
"47" 184 824 11935 46 25 236 517
"48" 188 840 11918 46 26 240 528
"49" 192 856 11904 51 20 244 541
"50" 196 866 11892 48 22 245 551
"51" 200 875 11884 44 24 249 558
