"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 22 127487 11 7 1 3
"3" 8 37 127473 26 6 2 3
"4" 12 42 127467 29 5 3 5
"5" 16 52 127457 36 3 4 9
"6" 20 60 127450 41 4 4 11
"7" 24 67 127440 40 8 5 14
"8" 28 85 127419 48 13 9 15
"9" 32 128 127376 76 19 13 20
"10" 36 168 127339 111 19 13 25
"11" 40 210 127297 138 23 15 34
"12" 44 273 127235 179 29 21 44
"13" 48 344 127155 219 36 28 61
"14" 52 434 127068 269 43 40 82
"15" 56 534 126961 327 49 49 109
"16" 60 698 126803 422 74 60 142
"17" 64 884 126611 533 98 80 173
"18" 68 1115 126361 672 119 96 228
"19" 72 1447 126021 883 163 118 283
"20" 76 1869 125599 1151 190 159 369
"21" 80 2393 125062 1496 246 203 448
"22" 84 2995 124427 1848 295 264 588
"23" 88 3825 123591 2360 369 338 758
"24" 92 4849 122540 2988 483 429 949
"25" 96 6141 121197 3747 650 532 1212
"26" 100 7871 119420 4818 856 677 1520
"27" 104 9979 117266 6130 1030 847 1972
"28" 108 12556 114630 7632 1289 1106 2529
"29" 112 15625 111501 9348 1658 1396 3223
"30" 116 19624 107399 11641 2161 1755 4067
"31" 120 24511 102398 14405 2678 2219 5209
"32" 124 30285 96473 17628 3219 2837 6601
"33" 128 37061 89618 21166 4099 3553 8243
"34" 132 44758 81680 24934 5063 4477 10284
"35" 136 53649 72656 29167 6019 5610 12853
"36" 140 63252 62901 32964 7394 6968 15926
"37" 144 73553 52403 36629 8680 8588 19656
"38" 148 83728 42170 39261 10108 10404 23955
"39" 152 93513 32349 40573 11541 12525 28874
"40" 156 102501 23352 40370 12781 14824 34526
"41" 160 110070 15843 38360 13767 17351 40592
"42" 164 116075 10023 34831 14225 20037 46982
"43" 168 120185 6056 29744 14054 22913 53474
"44" 172 122941 3532 23840 13619 25628 59854
"45" 176 124719 1992 18226 12500 28136 65857
"46" 180 125703 1147 13101 10973 30477 71152
"47" 184 126418 671 9090 9075 32477 75776
"48" 188 126745 459 5917 7285 34110 79433
"49" 192 126965 323 3751 5528 35386 82300
"50" 196 127134 252 2296 4075 36325 84438
"51" 200 127207 207 1331 2884 37017 85975
