"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 15 12745 5 5 3 2
"3" 8 21 12739 10 3 3 5
"4" 12 22 12738 11 1 3 7
"5" 16 22 12738 11 0 3 8
"6" 20 23 12737 8 4 3 8
"7" 24 28 12732 10 5 4 9
"8" 28 34 12726 13 4 5 12
"9" 32 39 12720 15 4 5 15
"10" 36 45 12713 18 6 6 15
"11" 40 53 12706 21 6 8 18
"12" 44 53 12704 19 3 10 21
"13" 48 58 12701 18 6 11 23
"14" 52 74 12685 28 9 11 26
"15" 56 81 12679 30 8 13 30
"16" 60 83 12676 29 9 13 32
"17" 64 90 12670 28 11 16 35
"18" 68 99 12660 27 15 18 39
"19" 72 113 12646 35 12 19 47
"20" 76 119 12640 36 4 22 57
"21" 80 122 12636 32 8 23 59
"22" 84 135 12623 32 12 27 64
"23" 88 148 12612 37 11 28 72
"24" 92 151 12607 34 9 31 77
"25" 96 162 12595 35 11 33 83
"26" 100 179 12581 44 13 35 87
"27" 104 190 12570 44 17 38 91
"28" 108 203 12556 45 18 39 101
"29" 112 213 12544 44 23 39 107
"30" 116 223 12531 49 19 40 115
"31" 120 235 12523 45 26 41 123
"32" 124 249 12508 46 27 42 134
"33" 128 269 12491 52 21 47 149
"34" 132 281 12475 54 20 49 158
"35" 136 298 12461 54 24 54 166
"36" 140 315 12443 47 29 60 179
"37" 144 333 12426 55 18 64 196
"38" 148 346 12412 56 17 69 204
"39" 152 355 12405 52 18 73 212
"40" 156 364 12395 44 22 76 222
"41" 160 373 12385 40 22 80 231
"42" 164 386 12372 37 23 84 242
"43" 168 398 12361 38 24 87 249
"44" 172 415 12341 45 22 92 256
"45" 176 424 12333 44 20 95 265
"46" 180 432 12327 43 14 96 279
"47" 184 443 12314 40 20 100 283
"48" 188 459 12298 40 23 102 294
"49" 192 468 12289 45 18 105 300
"50" 196 475 12282 34 24 110 307
"51" 200 487 12273 38 22 115 312
