"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 26 127484 16 8 1 1
"3" 8 45 127463 33 8 1 3
"4" 12 61 127446 48 5 1 7
"5" 16 69 127437 55 4 2 8
"6" 20 98 127408 69 11 4 14
"7" 24 132 127370 88 16 7 21
"8" 28 185 127321 122 22 10 31
"9" 32 243 127262 164 21 16 42
"10" 36 309 127185 203 29 22 55
"11" 40 410 127089 266 45 28 71
"12" 44 532 126967 346 57 37 92
"13" 48 677 126813 425 74 53 125
"14" 52 867 126618 537 101 65 164
"15" 56 1141 126335 705 124 89 223
"16" 60 1480 125996 923 159 117 281
"17" 64 1920 125527 1184 222 150 364
"18" 68 2463 124971 1544 251 194 474
"19" 72 3125 124301 1935 357 251 582
"20" 76 4005 123385 2479 455 321 750
"21" 80 5094 122268 3154 567 423 950
"22" 84 6556 120800 4009 707 562 1278
"23" 88 8304 118994 5044 915 716 1629
"24" 92 10525 116698 6395 1104 943 2083
"25" 96 13199 113990 7946 1375 1190 2688
"26" 100 16549 110553 9871 1772 1492 3414
"27" 104 20821 106143 12383 2219 1882 4337
"28" 108 25862 100993 15255 2748 2350 5509
"29" 112 32123 94590 18654 3599 2966 6904
"30" 116 39368 87198 22553 4291 3739 8785
"31" 120 47836 78609 26811 5364 4673 10988
"32" 124 57026 69243 31007 6490 5854 13675
"33" 128 67008 59117 34960 7823 7239 16986
"34" 132 76825 49077 37785 9300 8904 20836
"35" 136 87187 38704 40069 10863 10821 25434
"36" 140 96841 28981 40950 12043 13058 30790
"37" 144 105349 20479 40033 13121 15594 36601
"38" 148 112502 13519 37620 13783 18265 42834
"39" 152 117657 8384 33089 14146 21008 49414
"40" 156 121352 4921 27677 14128 23660 55887
"41" 160 123756 2814 21816 13415 26459 62066
"42" 164 125238 1577 16310 12006 28913 68009
"43" 168 126099 894 11466 10415 31100 73118
"44" 172 126595 539 7680 8616 32888 77411
"45" 176 126900 354 4983 6685 34429 80803
"46" 180 127076 256 3049 4997 35544 83486
"47" 184 127204 199 1876 3461 36389 85478
"48" 188 127265 169 1100 2411 36955 86799
"49" 192 127319 139 663 1606 37338 87712
"50" 196 127351 127 393 1061 37588 88309
"51" 200 127362 121 224 695 37760 88683
