"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 25 127485 15 3 2 5
"3" 32 32 127478 22 2 2 6
"4" 48 37 127472 27 1 3 6
"5" 64 42 127467 29 0 4 9
"6" 80 50 127459 31 3 6 10
"7" 96 62 127447 38 6 6 12
"8" 112 72 127436 40 9 7 16
"9" 128 94 127415 53 8 11 22
"10" 144 118 127391 70 10 12 26
"11" 160 151 127356 87 16 15 33
"12" 176 192 127311 116 20 17 39
"13" 192 242 127262 146 24 22 50
"14" 208 315 127186 195 32 22 66
"15" 224 427 127074 269 49 27 82
"16" 240 553 126941 353 56 38 106
"17" 256 739 126751 481 69 51 138
"18" 272 906 126574 582 85 70 169
"19" 288 1135 126345 699 132 94 210
"20" 304 1495 125966 930 153 126 286
"21" 320 1888 125580 1146 201 158 383
"22" 336 2367 125078 1433 251 211 472
"23" 352 3010 124421 1820 310 265 615
"24" 368 3775 123643 2257 384 350 784
"25" 384 4835 122562 2894 495 435 1011
"26" 400 6128 121214 3673 638 556 1261
"27" 416 7812 119497 4707 848 673 1584
"28" 432 9911 117349 5979 1051 851 2030
"29" 448 12495 114680 7548 1306 1083 2558
"30" 464 15752 111351 9417 1717 1382 3236
"31" 480 19720 107259 11723 2094 1763 4140
"32" 496 24426 102462 14420 2485 2247 5274
"33" 512 30174 96625 17556 3259 2840 6519
"34" 528 37171 89459 21315 4068 3581 8207
"35" 544 45167 81321 25250 5049 4485 10383
"36" 560 54116 72175 29488 6063 5566 12999
"37" 576 63959 62171 33572 7336 6912 16139
"38" 592 74155 51849 37037 8799 8487 19832
"39" 608 84399 41486 39554 10333 10362 24150
"40" 624 94349 31532 40889 11783 12465 29212
"41" 640 103171 22685 40519 12852 14900 34900
"42" 656 110597 15342 38475 13691 17542 40889
"43" 672 116388 9700 34687 14380 20214 47107
"44" 688 120485 5798 29425 14337 23034 53689
"45" 704 123243 3250 23579 13664 25840 60160
"46" 720 124915 1822 17852 12588 28467 66008
"47" 736 125868 1038 12731 11052 30703 71382
"48" 752 126480 624 8691 9055 32701 76033
"49" 768 126786 423 5655 7100 34294 79737
"50" 784 127024 290 3561 5397 35503 82563
"51" 800 127173 208 2129 3986 36420 84638
