# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 4700 0 0 0 0
 4.000000E+00 4 4700 4 0 0 0
 8.000000E+00 9 4700 8 0 0 1
 1.200000E+01 9 4698 8 0 0 1
 1.600000E+01 8 4698 6 1 0 1
 2.000000E+01 12 4694 8 3 0 1
 2.400000E+01 13 4687 8 3 0 2
 2.800000E+01 19 4683 13 2 1 3
 3.200000E+01 25 4678 18 1 1 5
 3.600000E+01 27 4668 14 7 1 5
 4.000000E+01 29 4661 18 3 2 6
 4.400000E+01 38 4654 25 2 2 9
 4.800000E+01 49 4645 32 4 2 11
 5.200000E+01 62 4638 40 5 3 14
 5.600000E+01 96 4628 69 7 3 17
 6.000000E+01 125 4607 91 7 4 23
 6.400000E+01 151 4587 106 9 7 29
 6.800000E+01 176 4556 112 18 11 35
 7.200000E+01 209 4518 139 15 16 39
 7.600000E+01 294 4473 209 17 21 47
 8.000000E+01 372 4412 246 46 25 55
 8.400000E+01 452 4307 308 43 27 74
 8.800000E+01 615 4189 435 52 29 99
 9.200000E+01 774 4065 537 70 42 125
 9.600000E+01 895 3933 600 77 57 161
 1.000000E+02 1173 3746 785 98 77 213
 1.040000E+02 1540 3529 1054 124 100 262
 1.080000E+02 1846 3248 1252 147 127 320
 1.120000E+02 2261 2931 1525 187 161 388
 1.160000E+02 2784 2564 1824 263 202 495
 1.200000E+02 3390 2130 2212 299 266 613
 1.240000E+02 4208 1696 2721 383 336 768
 1.280000E+02 5073 1258 3163 501 433 976
 1.320000E+02 5691 865 3360 565 550 1216
 1.360000E+02 6397 562 3608 625 660 1504
 1.400000E+02 7265 339 3858 797 783 1827
 1.440000E+02 7802 185 3866 803 918 2215
 1.480000E+02 8074 100 3537 870 1062 2605
 1.520000E+02 8490 47 3308 912 1257 3013
 1.560000E+02 8677 25 2856 954 1424 3443
 1.600000E+02 8817 10 2392 967 1611 3847
 1.640000E+02 8675 6 1755 887 1775 4258
 1.680000E+02 8675 4 1325 805 1907 4638
 1.720000E+02 8521 2 865 672 2053 4931
 1.760000E+02 8510 0 599 548 2153 5210
 1.800000E+02 8440 0 320 440 2235 5445
 1.840000E+02 8456 0 230 311 2319 5596
 1.880000E+02 8419 0 140 203 2361 5715
 1.920000E+02 8434 0 95 144 2399 5796
 1.960000E+02 8435 0 61 98 2434 5842
 2.000000E+02 8414 0 33 56 2451 5874

#Simulation ended (eff.: 0.955029, detail below)
	#Events: 259361
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
