# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 700 0 0 0 0
 4.000000E+00 0 700 0 0 0 0
 8.000000E+00 1 700 0 1 0 0
 1.200000E+01 3 700 2 0 0 1
 1.600000E+01 7 700 6 0 0 1
 2.000000E+01 5 700 4 0 0 1
 2.400000E+01 5 700 3 1 0 1
 2.800000E+01 8 698 7 0 0 1
 3.200000E+01 5 697 4 0 0 1
 3.600000E+01 6 696 4 1 0 1
 4.000000E+01 6 695 4 1 0 1
 4.400000E+01 7 694 5 1 0 1
 4.800000E+01 8 691 5 1 0 2
 5.200000E+01 8 690 4 1 0 3
 5.600000E+01 12 688 7 1 1 3
 6.000000E+01 13 686 5 2 1 5
 6.400000E+01 15 683 7 1 1 6
 6.800000E+01 19 681 8 2 2 7
 7.200000E+01 20 679 10 1 2 7
 7.600000E+01 24 678 13 1 2 8
 8.000000E+01 20 677 8 1 2 9
 8.400000E+01 24 677 11 2 2 9
 8.800000E+01 21 677 8 0 3 10
 9.200000E+01 23 677 7 2 3 11
 9.600000E+01 23 677 4 5 3 11
 1.000000E+02 28 674 11 2 3 12
 1.040000E+02 31 673 13 2 3 13
 1.080000E+02 31 673 11 2 5 13
 1.120000E+02 38 672 14 5 5 14
 1.160000E+02 33 670 10 1 6 16
 1.200000E+02 36 670 12 2 6 16
 1.240000E+02 41 669 13 3 7 18
 1.280000E+02 34 669 7 1 7 19
 1.320000E+02 37 667 8 2 7 20
 1.360000E+02 40 667 8 3 8 21
 1.400000E+02 37 667 7 1 8 21
 1.440000E+02 37 665 6 1 8 22
 1.480000E+02 37 665 7 0 8 22
 1.520000E+02 38 665 7 1 8 22
 1.560000E+02 46 665 10 6 8 22
 1.600000E+02 40 664 5 3 8 24
 1.640000E+02 46 664 9 2 9 26
 1.680000E+02 47 661 7 5 9 26
 1.720000E+02 47 660 7 3 9 28
 1.760000E+02 47 660 7 2 10 28
 1.800000E+02 48 659 7 3 10 28
 1.840000E+02 52 659 10 2 12 28
 1.880000E+02 46 659 3 2 12 29
 1.920000E+02 49 655 6 2 12 29
 1.960000E+02 50 652 5 3 12 30
 2.000000E+02 47 651 2 1 12 32

#Simulation ended (eff.: 0.728889, detail below)
	#Events: 2460
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
