"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 31 127478 19 5 3 4
"3" 8 43 127466 31 2 4 6
"4" 12 51 127458 37 2 4 8
"5" 16 55 127455 38 4 4 9
"6" 20 73 127436 46 11 4 12
"7" 24 91 127415 53 12 6 20
"8" 28 128 127379 73 16 10 29
"9" 32 163 127345 100 11 19 33
"10" 36 198 127309 121 16 21 40
"11" 40 242 127260 144 21 23 54
"12" 44 287 127216 170 26 29 62
"13" 48 364 127132 214 35 36 79
"14" 52 476 127025 277 46 43 110
"15" 56 608 126885 365 56 55 132
"16" 60 754 126739 458 69 66 161
"17" 64 946 126543 569 92 86 199
"18" 68 1242 126222 770 125 112 235
"19" 72 1587 125880 980 173 146 288
"20" 76 2083 125360 1301 202 175 405
"21" 80 2630 124805 1634 260 228 508
"22" 84 3302 124112 2005 369 278 650
"23" 88 4277 123125 2637 434 375 831
"24" 92 5442 121952 3339 551 489 1063
"25" 96 6835 120499 4170 712 603 1350
"26" 100 8701 118602 5288 933 765 1715
"27" 104 11043 116207 6678 1176 968 2221
"28" 108 14006 113167 8462 1454 1260 2830
"29" 112 17531 109537 10543 1830 1592 3566
"30" 116 21901 105063 12988 2385 2012 4516
"31" 120 27216 99627 16009 2914 2538 5755
"32" 124 33585 93090 19403 3708 3199 7275
"33" 128 41099 85465 23263 4684 4015 9137
"34" 132 49634 76711 27446 5653 4991 11544
"35" 136 59328 66928 31819 6947 6165 14397
"36" 140 69209 56804 35477 8204 7653 17875
"37" 144 79445 46490 38509 9631 9394 21911
"38" 148 89574 36265 40459 11089 11390 26636
"39" 152 99016 26804 40884 12281 13664 32187
"40" 156 107213 18649 39621 13326 16236 38030
"41" 160 113812 12172 36507 13996 18855 44454
"42" 164 118838 7392 31978 14344 21532 50984
"43" 168 122177 4176 26453 13908 24228 57588
"44" 172 124333 2284 20605 13094 26843 63791
"45" 176 125623 1239 15145 11703 29276 69499
"46" 180 126314 712 10402 9915 31424 74573
"47" 184 126744 438 6927 8052 33093 78672
"48" 188 126999 286 4403 6256 34486 81854
"49" 192 127155 199 2663 4631 35546 84315
"50" 196 127263 148 1631 3217 36297 86118
"51" 200 127319 123 944 2217 36815 87343
