# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 10 100000 0 10 0 0
 4.000000E+00 11 99990 2 4 2 3
 8.000000E+00 16 99984 8 1 2 5
 1.200000E+01 21 99980 12 0 3 6
 1.600000E+01 28 99976 14 4 4 6
 2.000000E+01 30 99967 11 5 4 10
 2.400000E+01 36 99960 18 3 4 11
 2.800000E+01 48 99954 25 4 4 15
 3.200000E+01 59 99943 32 4 7 16
 3.600000E+01 75 99928 42 7 7 19
 4.000000E+01 78 99909 39 10 8 21
 4.400000E+01 106 99885 57 13 9 27
 4.800000E+01 134 99848 69 18 11 36
 5.200000E+01 174 99806 100 18 14 42
 5.600000E+01 216 99753 122 25 22 47
 6.000000E+01 284 99658 160 34 30 60
 6.400000E+01 354 99577 203 36 40 75
 6.800000E+01 470 99454 277 58 47 88
 7.200000E+01 597 99289 342 66 65 124
 7.600000E+01 758 99077 437 86 76 159
 8.000000E+01 987 98809 569 104 94 220
 8.400000E+01 1258 98545 723 139 114 282
 8.800000E+01 1614 98170 927 182 154 351
 9.200000E+01 2040 97694 1152 249 190 449
 9.600000E+01 2494 97076 1390 289 232 583
 1.000000E+02 3161 96252 1775 358 290 738
 1.040000E+02 4118 95252 2365 464 368 921
 1.080000E+02 5137 94045 2916 594 477 1150
 1.120000E+02 6501 92497 3645 776 615 1465
 1.160000E+02 8156 90497 4574 951 793 1838
 1.200000E+02 10437 87990 5883 1251 989 2314
 1.240000E+02 13016 84841 7240 1569 1287 2920
 1.280000E+02 16136 81152 8862 1960 1632 3682
 1.320000E+02 19993 76501 10798 2441 2033 4721
 1.360000E+02 24517 70826 12957 3082 2543 5935
 1.400000E+02 29481 64556 15257 3538 3217 7469
 1.440000E+02 35116 57315 17458 4351 3999 9308
 1.480000E+02 40847 49274 19276 5069 4949 11553
 1.520000E+02 47031 40771 20830 6009 6072 14120
 1.560000E+02 53088 32013 21659 6931 7340 17158
 1.600000E+02 58551 23524 21593 7728 8768 20462
 1.640000E+02 63489 16192 20700 8271 10367 24151
 1.680000E+02 67474 10347 18760 8579 12029 28106
 1.720000E+02 70584 6119 16106 8717 13673 32088
 1.760000E+02 72725 3476 12977 8414 15317 36017
 1.800000E+02 74302 1943 9913 7842 16834 39713
 1.840000E+02 75265 1091 7043 6824 18262 43136
 1.880000E+02 76035 646 4850 5650 19550 45985
 1.920000E+02 76633 395 3196 4530 20608 48299
 1.960000E+02 76963 269 2007 3412 21395 50149
 2.000000E+02 77204 190 1223 2558 21999 51424

#Simulation ended (eff.: 0.948160, detail below)
	#Events: 1407046
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
