# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 7000 0 0 0 0
 4.000000E+00 4 7000 4 0 0 0
 8.000000E+00 1 7000 1 0 0 0
 1.200000E+01 7 7000 7 0 0 0
 1.600000E+01 10 6999 9 1 0 0
 2.000000E+01 9 6999 7 0 1 1
 2.400000E+01 12 6999 9 1 1 1
 2.800000E+01 18 6997 15 0 1 2
 3.200000E+01 27 6995 21 3 1 2
 3.600000E+01 34 6989 23 3 1 7
 4.000000E+01 55 6975 38 5 2 10
 4.400000E+01 68 6960 45 5 4 14
 4.800000E+01 95 6945 71 6 4 14
 5.200000E+01 110 6934 77 9 6 18
 5.600000E+01 140 6909 101 12 6 21
 6.000000E+01 170 6886 113 20 9 28
 6.400000E+01 251 6839 176 23 11 41
 6.800000E+01 339 6772 239 36 13 51
 7.200000E+01 388 6705 270 32 26 60
 7.600000E+01 497 6634 354 38 30 75
 8.000000E+01 698 6513 497 65 38 98
 8.400000E+01 864 6350 620 65 47 132
 8.800000E+01 1057 6201 748 81 67 161
 9.200000E+01 1327 5967 919 120 86 202
 9.600000E+01 1694 5686 1182 143 109 260
 1.000000E+02 2053 5399 1411 167 140 335
 1.040000E+02 2673 5013 1851 210 175 437
 1.080000E+02 3334 4546 2258 312 228 536
 1.120000E+02 4076 3975 2760 342 294 680
 1.160000E+02 4889 3386 3274 413 369 833
 1.200000E+02 5904 2747 3862 526 472 1044
 1.240000E+02 6939 2104 4400 685 591 1263
 1.280000E+02 8203 1501 5106 746 761 1590
 1.320000E+02 9242 1002 5481 868 919 1974
 1.360000E+02 10492 627 5921 1059 1101 2411
 1.400000E+02 11451 374 6035 1192 1332 2892
 1.440000E+02 12326 206 6011 1290 1569 3456
 1.480000E+02 13008 103 5708 1370 1876 4054
 1.520000E+02 13499 53 5188 1439 2140 4732
 1.560000E+02 13617 29 4336 1431 2442 5408
 1.600000E+02 13750 13 3577 1400 2706 6067
 1.640000E+02 13508 6 2659 1220 2950 6679
 1.680000E+02 13423 2 1979 1088 3169 7187
 1.720000E+02 13324 1 1327 959 3366 7672
 1.760000E+02 13210 0 864 755 3545 8046
 1.800000E+02 13105 0 545 549 3663 8348
 1.840000E+02 13082 0 343 433 3762 8544
 1.880000E+02 13019 0 199 289 3836 8695
 1.920000E+02 12983 0 110 187 3884 8802
 1.960000E+02 12962 0 57 136 3910 8859
 2.000000E+02 12942 0 28 83 3933 8898

#Simulation ended (eff.: 0.961789, detail below)
	#Events: 467849
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
