# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 4700 0 0 0 0
 4.000000E+00 2 4700 2 0 0 0
 8.000000E+00 3 4700 3 0 0 0
 1.200000E+01 3 4700 3 0 0 0
 1.600000E+01 3 4700 2 1 0 0
 2.000000E+01 2 4699 1 0 0 1
 2.400000E+01 3 4699 1 1 0 1
 2.800000E+01 4 4699 2 0 1 1
 3.200000E+01 3 4699 1 0 1 1
 3.600000E+01 4 4699 2 0 1 1
 4.000000E+01 5 4699 3 0 1 1
 4.400000E+01 5 4699 2 1 1 1
 4.800000E+01 10 4695 5 2 1 2
 5.200000E+01 9 4695 4 1 1 3
 5.600000E+01 12 4695 6 1 2 3
 6.000000E+01 11 4693 4 1 3 3
 6.400000E+01 11 4693 4 0 3 4
 6.800000E+01 10 4693 2 1 3 4
 7.200000E+01 17 4693 9 0 3 5
 7.600000E+01 16 4692 6 2 3 5
 8.000000E+01 17 4691 6 1 3 7
 8.400000E+01 17 4688 4 2 3 8
 8.800000E+01 19 4687 5 2 3 9
 9.200000E+01 19 4686 4 1 4 10
 9.600000E+01 22 4685 6 2 4 10
 1.000000E+02 24 4685 7 3 4 10
 1.040000E+02 27 4684 10 1 4 12
 1.080000E+02 24 4684 6 2 4 12
 1.120000E+02 27 4682 7 3 4 13
 1.160000E+02 30 4677 8 5 4 13
 1.200000E+02 30 4675 6 3 7 14
 1.240000E+02 27 4674 3 2 7 15
 1.280000E+02 39 4673 11 2 8 18
 1.320000E+02 36 4671 7 3 8 18
 1.360000E+02 39 4670 11 1 8 19
 1.400000E+02 35 4670 4 3 9 19
 1.440000E+02 47 4670 10 6 11 20
 1.480000E+02 48 4670 8 4 13 23
 1.520000E+02 51 4668 10 2 13 26
 1.560000E+02 55 4667 8 5 13 29
 1.600000E+02 55 4665 6 6 13 30
 1.640000E+02 61 4664 7 6 17 31
 1.680000E+02 63 4663 6 6 19 32
 1.720000E+02 63 4663 7 3 20 33
 1.760000E+02 66 4663 7 3 22 34
 1.800000E+02 69 4659 4 6 23 36
 1.840000E+02 67 4657 4 1 25 37
 1.880000E+02 65 4657 2 0 25 38
 1.920000E+02 68 4656 3 2 25 38
 1.960000E+02 68 4655 3 0 25 40
 2.000000E+02 72 4655 5 2 25 40

#Simulation ended (eff.: 0.901535, detail below)
	#Events: 5402
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
