# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 15800 0 0 0 0
 4.000000E+00 1 15800 1 0 0 0
 8.000000E+00 3 15800 2 1 0 0
 1.200000E+01 8 15799 7 0 1 0
 1.600000E+01 10 15799 9 0 1 0
 2.000000E+01 15 15796 13 1 1 0
 2.400000E+01 15 15792 12 2 1 0
 2.800000E+01 10 15789 5 1 4 0
 3.200000E+01 15 15789 10 0 5 0
 3.600000E+01 15 15789 9 0 6 0
 4.000000E+01 34 15785 25 2 6 1
 4.400000E+01 32 15785 22 2 6 2
 4.800000E+01 49 15773 34 6 7 2
 5.200000E+01 59 15760 40 5 7 7
 5.600000E+01 76 15743 50 8 10 8
 6.000000E+01 79 15727 49 6 13 11
 6.400000E+01 109 15709 64 18 15 12
 6.800000E+01 156 15669 96 22 17 21
 7.200000E+01 204 15626 130 18 25 31
 7.600000E+01 237 15581 150 21 28 38
 8.000000E+01 304 15514 187 34 36 47
 8.400000E+01 394 15422 244 39 46 65
 8.800000E+01 486 15309 293 47 60 86
 9.200000E+01 641 15184 392 62 71 116
 9.600000E+01 797 15001 498 69 87 143
 1.000000E+02 1012 14774 615 105 106 186
 1.040000E+02 1243 14516 758 118 120 247
 1.080000E+02 1611 14237 995 150 147 319
 1.120000E+02 2015 13870 1246 203 174 392
 1.160000E+02 2475 13359 1500 267 220 488
 1.200000E+02 3132 12752 1901 321 278 632
 1.240000E+02 3980 11987 2422 419 353 786
 1.280000E+02 4928 11117 2965 529 434 1000
 1.320000E+02 6156 10021 3657 646 547 1306
 1.360000E+02 7682 8782 4480 841 707 1654
 1.400000E+02 9267 7384 5296 1032 884 2055
 1.440000E+02 11157 5951 6231 1211 1100 2615
 1.480000E+02 13328 4512 7207 1507 1391 3223
 1.520000E+02 15434 3192 7952 1808 1707 3967
 1.560000E+02 17848 2048 8758 2080 2114 4896
 1.600000E+02 19958 1263 8968 2459 2532 5999
 1.640000E+02 21994 729 9003 2790 3049 7152
 1.680000E+02 23892 422 8754 3065 3592 8481
 1.720000E+02 25493 218 8265 3157 4185 9886
 1.760000E+02 26715 100 7325 3198 4827 11365
 1.800000E+02 27771 49 6277 3184 5441 12869
 1.840000E+02 28138 26 4859 2940 6063 14276
 1.880000E+02 28497 9 3631 2645 6643 15578
 1.920000E+02 28601 7 2539 2228 7180 16654
 1.960000E+02 28748 6 1704 1882 7588 17574
 2.000000E+02 28789 5 1058 1476 7920 18335

#Simulation ended (eff.: 0.951348, detail below)
	#Events: 598850
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
