# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 10 100000 0 10 0 0
 4.000000E+00 14 99990 5 6 0 3
 8.000000E+00 18 99985 10 4 1 3
 1.200000E+01 15 99983 7 1 1 6
 1.600000E+01 15 99982 6 1 1 7
 2.000000E+01 17 99982 7 2 1 7
 2.400000E+01 20 99977 10 1 1 8
 2.800000E+01 17 99977 5 1 2 9
 3.200000E+01 26 99974 10 5 2 9
 3.600000E+01 30 99966 12 5 2 11
 4.000000E+01 33 99960 14 3 3 13
 4.400000E+01 40 99959 18 4 4 14
 4.800000E+01 39 99956 14 2 6 17
 5.200000E+01 44 99955 16 5 6 17
 5.600000E+01 45 99950 14 3 6 22
 6.000000E+01 54 99946 22 3 6 23
 6.400000E+01 58 99943 21 7 7 23
 6.800000E+01 56 99938 16 9 7 24
 7.200000E+01 75 99928 29 13 8 25
 7.600000E+01 70 99921 21 6 13 30
 8.000000E+01 83 99912 25 12 14 32
 8.400000E+01 87 99909 23 8 16 40
 8.800000E+01 88 99903 22 8 17 41
 9.200000E+01 103 99895 28 11 17 47
 9.600000E+01 107 99892 28 6 21 52
 1.000000E+02 106 99885 16 13 22 55
 1.040000E+02 118 99876 23 10 24 61
 1.080000E+02 130 99870 32 7 28 63
 1.120000E+02 130 99865 21 10 28 71
 1.160000E+02 138 99856 23 10 28 77
 1.200000E+02 147 99848 26 6 32 83
 1.240000E+02 158 99845 33 5 33 87
 1.280000E+02 164 99843 27 10 35 92
 1.320000E+02 174 99833 29 14 36 95
 1.360000E+02 182 99822 30 13 37 102
 1.400000E+02 197 99809 36 16 39 106
 1.440000E+02 202 99799 34 15 41 112
 1.480000E+02 205 99788 31 13 45 116
 1.520000E+02 213 99782 26 16 48 123
 1.560000E+02 222 99776 31 9 53 129
 1.600000E+02 217 99768 17 10 55 135
 1.640000E+02 228 99764 17 12 58 141
 1.680000E+02 231 99759 15 8 61 147
 1.720000E+02 247 99753 22 12 63 150
 1.760000E+02 244 99745 17 8 67 152
 1.800000E+02 253 99739 23 7 67 156
 1.840000E+02 250 99734 17 7 69 157
 1.880000E+02 257 99724 19 8 69 161
 1.920000E+02 265 99719 21 9 70 165
 1.960000E+02 273 99713 20 10 71 172
 2.000000E+02 273 99708 15 6 74 178

#Simulation ended (eff.: 0.989146, detail below)
	#Events: 90673
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
