# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 15800 0 0 0 0
 4.000000E+00 2 15800 2 0 0 0
 8.000000E+00 2 15800 2 0 0 0
 1.200000E+01 5 15800 5 0 0 0
 1.600000E+01 9 15800 9 0 0 0
 2.000000E+01 12 15797 9 2 1 0
 2.400000E+01 12 15794 9 1 1 1
 2.800000E+01 19 15790 16 1 1 1
 3.200000E+01 21 15790 16 1 3 1
 3.600000E+01 25 15787 18 3 3 1
 4.000000E+01 36 15783 28 3 4 1
 4.400000E+01 50 15774 35 5 5 5
 4.800000E+01 68 15756 48 6 6 8
 5.200000E+01 83 15738 55 10 7 11
 5.600000E+01 119 15709 76 16 10 17
 6.000000E+01 138 15670 77 25 13 23
 6.400000E+01 173 15634 106 20 17 30
 6.800000E+01 220 15568 130 27 22 41
 7.200000E+01 315 15506 205 25 27 58
 7.600000E+01 381 15436 242 37 33 69
 8.000000E+01 461 15337 286 53 39 83
 8.400000E+01 651 15212 416 71 53 111
 8.800000E+01 844 15015 534 94 73 143
 9.200000E+01 1027 14759 625 105 89 208
 9.600000E+01 1271 14495 785 123 111 252
 1.000000E+02 1580 14162 963 177 138 302
 1.040000E+02 2043 13730 1251 206 179 407
 1.080000E+02 2575 13243 1594 249 226 506
 1.120000E+02 3262 12646 2000 340 274 648
 1.160000E+02 4118 11821 2502 448 349 819
 1.200000E+02 5027 10891 3011 552 433 1031
 1.240000E+02 6313 9777 3744 684 561 1324
 1.280000E+02 7705 8559 4494 828 690 1693
 1.320000E+02 9638 7072 5567 1082 861 2128
 1.360000E+02 11461 5562 6423 1261 1099 2678
 1.400000E+02 13698 4080 7351 1599 1390 3358
 1.440000E+02 15822 2862 8025 1925 1734 4138
 1.480000E+02 18034 1864 8655 2125 2174 5080
 1.520000E+02 20241 1102 9024 2460 2626 6131
 1.560000E+02 22440 648 9218 2769 3143 7310
 1.600000E+02 24040 380 8828 2947 3726 8539
 1.640000E+02 25596 205 8259 3085 4354 9898
 1.680000E+02 26749 96 7234 3218 4924 11373
 1.720000E+02 27630 50 6108 3131 5546 12845
 1.760000E+02 28017 25 4672 2967 6136 14242
 1.800000E+02 28418 14 3527 2712 6659 15520
 1.840000E+02 28592 7 2486 2302 7159 16645
 1.880000E+02 28567 5 1642 1865 7546 17514
 1.920000E+02 28617 4 1049 1423 7855 18290
 1.960000E+02 28687 3 682 1075 8098 18832
 2.000000E+02 28691 1 371 790 8272 19258

#Simulation ended (eff.: 0.950946, detail below)
	#Events: 609134
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
