# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 7000 0 0 0 0
 4.000000E+00 2 7000 2 0 0 0
 8.000000E+00 3 7000 3 0 0 0
 1.200000E+01 2 7000 2 0 0 0
 1.600000E+01 8 6998 7 1 0 0
 2.000000E+01 9 6995 7 2 0 0
 2.400000E+01 16 6990 14 1 0 1
 2.800000E+01 14 6990 11 0 0 3
 3.200000E+01 18 6989 13 1 1 3
 3.600000E+01 17 6985 11 1 1 4
 4.000000E+01 34 6980 22 7 1 4
 4.400000E+01 34 6973 22 5 2 5
 4.800000E+01 43 6962 30 2 3 8
 5.200000E+01 53 6956 36 3 3 11
 5.600000E+01 71 6951 51 3 3 14
 6.000000E+01 99 6929 72 7 5 15
 6.400000E+01 109 6910 72 12 6 19
 6.800000E+01 180 6880 130 20 8 22
 7.200000E+01 212 6833 144 23 11 34
 7.600000E+01 286 6766 193 29 17 47
 8.000000E+01 355 6693 239 29 25 62
 8.400000E+01 473 6619 319 39 31 84
 8.800000E+01 567 6505 374 54 38 101
 9.200000E+01 744 6382 508 63 47 126
 9.600000E+01 859 6241 571 76 54 158
 1.000000E+02 1134 6045 777 87 69 201
 1.040000E+02 1476 5825 1011 120 92 253
 1.080000E+02 1820 5558 1252 146 107 315
 1.120000E+02 2211 5253 1533 162 138 378
 1.160000E+02 2844 4816 1949 236 176 483
 1.200000E+02 3556 4330 2415 303 227 611
 1.240000E+02 4365 3747 2934 370 295 766
 1.280000E+02 5336 3137 3531 481 376 948
 1.320000E+02 6379 2491 4123 565 481 1210
 1.360000E+02 7496 1853 4729 669 616 1482
 1.400000E+02 8781 1284 5334 848 773 1826
 1.440000E+02 10011 794 5851 981 957 2222
 1.480000E+02 11157 466 6178 1105 1173 2701
 1.520000E+02 11888 261 6010 1230 1411 3237
 1.560000E+02 12785 145 5970 1335 1665 3815
 1.600000E+02 13311 78 5514 1430 1929 4438
 1.640000E+02 13634 39 4884 1423 2215 5112
 1.680000E+02 13865 19 4211 1376 2516 5762
 1.720000E+02 13764 13 3247 1380 2774 6363
 1.760000E+02 13707 6 2511 1187 3058 6951
 1.800000E+02 13410 2 1631 1044 3298 7437
 1.840000E+02 13357 2 1130 851 3502 7874
 1.880000E+02 13275 2 694 693 3657 8231
 1.920000E+02 13203 2 434 501 3777 8491
 1.960000E+02 13121 1 247 351 3852 8671
 2.000000E+02 13102 0 158 254 3907 8783

#Simulation ended (eff.: 0.962227, detail below)
	#Events: 466580
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
