"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 22 127488 12 4 2 4
"3" 32 27 127480 17 2 4 4
"4" 48 37 127472 24 3 5 5
"5" 64 38 127469 21 4 6 7
"6" 80 47 127462 24 7 7 9
"7" 96 69 127441 40 7 8 14
"8" 112 86 127421 53 7 8 18
"9" 128 108 127400 68 8 10 22
"10" 144 127 127379 72 17 12 26
"11" 160 175 127328 104 18 14 39
"12" 176 240 127264 153 23 17 47
"13" 192 301 127202 191 31 23 56
"14" 208 386 127114 244 37 29 76
"15" 224 512 126987 329 48 35 100
"16" 240 631 126859 391 64 47 129
"17" 256 812 126664 486 96 59 171
"18" 272 1060 126421 639 130 76 215
"19" 288 1390 126084 858 157 96 279
"20" 304 1782 125669 1116 188 126 352
"21" 320 2279 125184 1436 228 166 449
"22" 336 2915 124521 1811 300 219 585
"23" 352 3668 123745 2242 400 289 737
"24" 368 4723 122658 2895 512 370 946
"25" 384 5987 121348 3655 628 475 1229
"26" 400 7667 119634 4717 822 607 1521
"27" 416 9789 117471 6001 1061 790 1937
"28" 432 12418 114732 7586 1366 1031 2435
"29" 448 15787 111314 9608 1691 1336 3152
"30" 464 19748 107246 11868 2129 1698 4053
"31" 480 24682 102201 14723 2642 2178 5139
"32" 496 30461 96315 17847 3331 2758 6525
"33" 512 37582 89049 21645 4223 3467 8247
"34" 528 45622 80773 25690 5201 4332 10399
"35" 544 54572 71613 29651 6460 5450 13011
"36" 560 64682 61423 33851 7752 6874 16205
"37" 576 74876 51144 37327 8965 8531 20053
"38" 592 85029 40795 39808 10311 10423 24487
"39" 608 94895 30901 41133 11641 12522 29599
"40" 624 103622 22182 40458 12969 14908 35287
"41" 640 111124 14820 38366 13831 17527 41400
"42" 656 116694 9367 34145 14182 20452 47915
"43" 672 120801 5524 28864 14322 23303 54312
"44" 688 123384 3114 23011 13465 26095 60813
"45" 704 125018 1729 17341 12262 28697 66718
"46" 720 125951 975 12223 10888 30971 71869
"47" 736 126511 574 8362 8897 32881 76371
"48" 752 126898 356 5513 6995 34462 79928
"49" 768 127080 257 3391 5292 35634 82763
"50" 784 127185 182 2054 3775 36524 84832
"51" 800 127292 139 1234 2668 37138 86252
