# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 10 10000 0 10 0 0
 4.000000E+00 18 9985 9 5 1 3
 8.000000E+00 19 9980 10 2 1 6
 1.200000E+01 21 9980 11 1 2 7
 1.600000E+01 21 9976 10 1 2 8
 2.000000E+01 24 9973 9 4 3 8
 2.400000E+01 28 9962 10 5 3 10
 2.800000E+01 31 9959 13 2 5 11
 3.200000E+01 37 9957 15 5 6 11
 3.600000E+01 37 9954 9 5 9 14
 4.000000E+01 41 9953 9 5 10 17
 4.400000E+01 51 9948 12 7 10 22
 4.800000E+01 57 9941 16 5 11 25
 5.200000E+01 65 9934 20 5 13 27
 5.600000E+01 71 9932 19 9 14 29
 6.000000E+01 76 9923 18 8 17 33
 6.400000E+01 83 9917 21 9 18 35
 6.800000E+01 87 9909 21 7 18 41
 7.200000E+01 92 9900 19 7 20 46
 7.600000E+01 101 9893 20 11 21 49
 8.000000E+01 101 9889 15 7 24 55
 8.400000E+01 119 9882 27 7 26 59
 8.800000E+01 120 9877 26 5 27 62
 9.200000E+01 132 9864 25 15 27 65
 9.600000E+01 144 9854 34 12 30 68
 1.000000E+02 141 9847 24 8 33 76
 1.040000E+02 159 9839 32 14 34 79
 1.080000E+02 163 9830 25 13 37 88
 1.120000E+02 169 9821 21 13 41 94
 1.160000E+02 184 9807 28 10 43 103
 1.200000E+02 190 9795 29 10 45 106
 1.240000E+02 207 9784 40 8 49 110
 1.280000E+02 229 9773 47 15 51 116
 1.320000E+02 233 9765 45 9 56 123
 1.360000E+02 239 9759 36 17 59 127
 1.400000E+02 248 9744 34 17 62 135
 1.440000E+02 256 9732 31 15 67 143
 1.480000E+02 270 9723 34 17 71 148
 1.520000E+02 283 9714 36 18 74 155
 1.560000E+02 287 9699 33 13 77 164
 1.600000E+02 297 9683 36 12 79 170
 1.640000E+02 302 9676 29 17 82 174
 1.680000E+02 320 9667 30 20 86 184
 1.720000E+02 322 9658 27 16 91 188
 1.760000E+02 336 9652 30 15 95 196
 1.800000E+02 339 9640 28 10 97 204
 1.840000E+02 349 9633 28 14 97 210
 1.880000E+02 352 9627 20 17 98 217
 1.920000E+02 362 9617 21 17 100 224
 1.960000E+02 377 9610 28 16 102 231
 2.000000E+02 378 9602 20 17 103 238

#Simulation ended (eff.: 0.941648, detail below)
	#Events: 13862
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
