# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 15800 0 0 0 0
 4.000000E+00 2 15800 2 0 0 0
 8.000000E+00 9 15800 9 0 0 0
 1.200000E+01 6 15800 6 0 0 0
 1.600000E+01 10 15799 9 1 0 0
 2.000000E+01 12 15798 9 2 0 1
 2.400000E+01 10 15797 6 1 2 1
 2.800000E+01 21 15794 13 3 3 2
 3.200000E+01 37 15786 27 4 4 2
 3.600000E+01 38 15777 28 2 4 4
 4.000000E+01 50 15773 34 4 7 5
 4.400000E+01 61 15763 42 1 9 9
 4.800000E+01 85 15756 57 10 9 9
 5.200000E+01 99 15736 63 13 10 13
 5.600000E+01 155 15705 110 16 11 18
 6.000000E+01 183 15659 128 16 14 25
 6.400000E+01 220 15613 135 29 18 38
 6.800000E+01 303 15530 198 26 24 55
 7.200000E+01 382 15451 252 28 31 71
 7.600000E+01 497 15358 312 53 43 89
 8.000000E+01 643 15210 387 84 51 121
 8.400000E+01 843 14982 528 96 62 157
 8.800000E+01 1052 14746 637 107 92 216
 9.200000E+01 1330 14459 821 118 123 268
 9.600000E+01 1710 14086 1056 170 151 333
 1.000000E+02 2082 13665 1258 196 204 424
 1.040000E+02 2698 13145 1627 278 248 545
 1.080000E+02 3424 12437 2074 341 310 699
 1.120000E+02 4231 11635 2519 450 383 879
 1.160000E+02 5311 10645 3140 590 477 1104
 1.200000E+02 6489 9467 3784 717 585 1403
 1.240000E+02 8071 8121 4699 870 735 1767
 1.280000E+02 9862 6749 5655 1064 923 2220
 1.320000E+02 11721 5312 6452 1350 1170 2749
 1.360000E+02 13916 3954 7439 1617 1447 3413
 1.400000E+02 16107 2725 8194 1940 1769 4204
 1.440000E+02 18307 1722 8751 2239 2156 5161
 1.480000E+02 20679 1020 9179 2557 2655 6288
 1.520000E+02 22735 583 9207 2855 3180 7493
 1.560000E+02 24622 291 8973 3115 3711 8823
 1.600000E+02 26004 150 8155 3245 4375 10229
 1.640000E+02 27021 72 7065 3181 4995 11780
 1.680000E+02 27858 43 5900 3069 5631 13258
 1.720000E+02 28218 20 4518 2903 6206 14591
 1.760000E+02 28412 12 3311 2506 6775 15820
 1.800000E+02 28611 5 2283 2205 7241 16882
 1.840000E+02 28742 3 1507 1800 7636 17799
 1.880000E+02 28831 0 975 1395 7943 18518
 1.920000E+02 28758 0 565 981 8177 19035
 1.960000E+02 28750 0 340 677 8332 19401
 2.000000E+02 28814 0 210 500 8437 19667

#Simulation ended (eff.: 0.950726, detail below)
	#Events: 613565
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
