"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 28 127481 18 6 2 2
"3" 8 44 127466 34 4 3 3
"4" 12 50 127459 38 4 4 4
"5" 16 57 127449 40 6 4 7
"6" 20 75 127434 49 10 6 10
"7" 24 104 127404 67 17 6 14
"8" 28 137 127370 94 17 8 18
"9" 32 177 127329 117 23 10 27
"10" 36 221 127286 138 32 14 37
"11" 40 297 127204 189 38 20 50
"12" 44 399 127096 258 48 27 66
"13" 48 509 126994 342 43 36 88
"14" 52 641 126850 406 75 45 115
"15" 56 843 126646 522 94 63 164
"16" 60 1074 126403 671 114 85 204
"17" 64 1392 126079 877 146 110 259
"18" 68 1813 125648 1144 201 137 331
"19" 72 2363 125084 1480 287 175 421
"20" 76 3042 124375 1911 334 232 565
"21" 80 3852 123546 2406 406 308 732
"22" 84 4977 122415 3083 536 387 971
"23" 88 6362 120995 3922 706 514 1220
"24" 92 8126 119197 5001 884 646 1595
"25" 96 10305 116930 6374 1072 812 2047
"26" 100 13063 114135 7982 1421 1056 2604
"27" 104 16538 110571 10071 1783 1372 3312
"28" 108 20849 106119 12540 2271 1776 4262
"29" 112 26142 100709 15563 2928 2294 5357
"30" 116 32286 94424 19007 3525 2930 6824
"31" 120 39484 87106 22829 4315 3705 8635
"32" 124 47766 78693 26773 5447 4627 10919
"33" 128 57125 69133 31020 6575 5812 13718
"34" 132 67185 58898 34946 7878 7244 17117
"35" 136 77362 48574 38011 9336 8937 21078
"36" 140 87580 38266 40275 10772 10865 25668
"37" 144 97135 28696 40956 12186 13174 30819
"38" 148 105739 20151 40097 13313 15676 36653
"39" 152 112723 13210 37404 14146 18303 42870
"40" 156 118027 8125 32996 14567 21073 49391
"41" 160 121516 4769 27467 14233 23877 55939
"42" 164 123921 2642 21577 13439 26641 62264
"43" 168 125323 1455 15963 12053 29138 68169
"44" 172 126171 822 11263 10344 31335 73229
"45" 176 126614 507 7513 8488 33140 77473
"46" 180 126910 339 4798 6586 34620 80906
"47" 184 127118 236 2974 4886 35738 83520
"48" 188 127222 194 1804 3402 36563 85453
"49" 192 127293 157 1084 2333 37154 86722
"50" 196 127337 130 629 1623 37501 87584
"51" 200 127362 120 375 1019 37792 88176
