# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 10 100000 0 10 0 0
 4.000000E+00 15 99988 8 4 0 3
 8.000000E+00 24 99983 18 2 1 3
 1.200000E+01 26 99979 18 3 2 3
 1.600000E+01 34 99968 23 4 3 4
 2.000000E+01 37 99959 23 3 4 7
 2.400000E+01 56 99945 36 7 5 8
 2.800000E+01 77 99919 45 13 7 12
 3.200000E+01 102 99889 63 9 10 20
 3.600000E+01 130 99856 80 14 11 25
 4.000000E+01 169 99819 109 15 13 32
 4.400000E+01 212 99758 124 28 15 45
 4.800000E+01 282 99692 167 34 20 61
 5.200000E+01 363 99604 214 39 31 79
 5.600000E+01 488 99480 288 62 39 99
 6.000000E+01 609 99326 358 73 50 128
 6.400000E+01 791 99142 469 82 69 171
 6.800000E+01 988 98877 550 133 92 213
 7.200000E+01 1283 98518 738 147 121 277
 7.600000E+01 1680 98112 985 188 147 360
 8.000000E+01 2119 97597 1214 252 199 454
 8.400000E+01 2719 96956 1576 317 257 569
 8.800000E+01 3504 96131 2031 381 323 769
 9.200000E+01 4426 95100 2515 528 413 970
 9.600000E+01 5574 93744 3163 634 534 1243
 1.000000E+02 7098 92043 4010 841 679 1568
 1.040000E+02 8932 89941 5049 1025 873 1985
 1.080000E+02 11010 87377 6096 1339 1083 2492
 1.120000E+02 13812 84149 7583 1663 1371 3195
 1.160000E+02 17296 80046 9442 2074 1757 4023
 1.200000E+02 21050 75358 11314 2443 2238 5055
 1.240000E+02 25761 69633 13601 3075 2794 6291
 1.280000E+02 30923 63024 15834 3694 3486 7909
 1.320000E+02 36387 55605 17771 4510 4323 9783
 1.360000E+02 42555 47276 19734 5458 5316 12047
 1.400000E+02 48606 38355 21058 6305 6492 14751
 1.440000E+02 54497 29788 21628 7216 7796 17857
 1.480000E+02 59956 21662 21462 7930 9252 21312
 1.520000E+02 64541 14608 20153 8341 10887 25160
 1.560000E+02 68140 9317 17995 8554 12546 29045
 1.600000E+02 70818 5544 15022 8515 14244 33037
 1.640000E+02 73019 3199 12211 8128 15862 36818
 1.680000E+02 74426 1792 9152 7434 17458 40382
 1.720000E+02 75409 1019 6445 6527 18849 43588
 1.760000E+02 76106 599 4373 5393 20060 46280
 1.800000E+02 76531 381 2895 4204 20960 48472
 1.840000E+02 76764 259 1811 3129 21700 50124
 1.880000E+02 77006 198 1123 2296 22209 51378
 1.920000E+02 77100 167 638 1625 22581 52256
 1.960000E+02 77209 149 372 1106 22857 52874
 2.000000E+02 77222 136 198 713 23036 53275

#Simulation ended (eff.: 0.947650, detail below)
	#Events: 1419893
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
