"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 16 12743 6 3 1 6
"3" 8 18 12742 8 1 2 7
"4" 12 19 12740 9 1 2 7
"5" 16 22 12738 10 2 2 8
"6" 20 24 12736 12 2 2 8
"7" 24 25 12735 9 4 2 10
"8" 28 31 12729 13 4 2 12
"9" 32 33 12725 14 2 3 14
"10" 36 37 12720 13 5 4 15
"11" 40 46 12714 17 6 4 19
"12" 44 48 12710 17 6 5 20
"13" 48 51 12707 17 5 5 24
"14" 52 57 12703 17 8 6 26
"15" 56 67 12693 26 5 7 29
"16" 60 68 12690 22 6 9 31
"17" 64 73 12686 18 8 13 34
"18" 68 77 12683 20 7 13 37
"19" 72 80 12679 17 7 14 42
"20" 76 88 12670 22 5 15 46
"21" 80 91 12668 20 5 17 49
"22" 84 94 12666 15 11 17 51
"23" 88 102 12657 19 11 18 54
"24" 92 107 12652 21 6 22 58
"25" 96 113 12647 23 5 22 63
"26" 100 116 12642 22 6 22 66
"27" 104 121 12639 20 6 24 71
"28" 108 128 12631 20 7 27 74
"29" 112 136 12624 20 10 30 76
"30" 116 138 12622 19 8 33 78
"31" 120 143 12617 18 8 34 83
"32" 124 148 12610 22 5 35 86
"33" 128 153 12607 22 6 36 89
"34" 132 160 12599 21 9 37 93
"35" 136 168 12592 25 9 39 95
"36" 140 175 12584 27 7 42 99
"37" 144 182 12578 25 10 43 104
"38" 148 190 12569 27 11 44 108
"39" 152 197 12563 26 13 45 113
"40" 156 202 12558 25 13 49 115
"41" 160 209 12551 27 8 52 122
"42" 164 213 12547 25 10 53 125
"43" 168 220 12540 25 12 54 129
"44" 172 225 12537 26 9 55 135
"45" 176 226 12533 24 6 56 140
"46" 180 232 12528 19 9 59 145
"47" 184 231 12526 15 8 59 149
"48" 188 239 12521 20 7 61 151
"49" 192 241 12517 13 9 62 157
"50" 196 250 12510 16 9 62 163
"51" 200 253 12505 13 14 62 164
