"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 16 12744 6 5 0 5
"3" 8 22 12737 12 3 1 6
"4" 12 25 12735 13 3 1 8
"5" 16 26 12732 12 2 1 11
"6" 20 31 12729 12 6 1 12
"7" 24 35 12723 14 6 2 13
"8" 28 40 12720 16 6 3 15
"9" 32 50 12707 22 8 4 16
"10" 36 59 12699 27 8 6 18
"11" 40 68 12691 30 6 9 23
"12" 44 79 12680 35 8 10 26
"13" 48 86 12672 31 10 13 32
"14" 52 93 12666 32 5 16 40
"15" 56 99 12661 30 9 16 44
"16" 60 111 12648 32 15 17 47
"17" 64 119 12641 38 10 19 52
"18" 68 128 12632 37 14 20 57
"19" 72 143 12614 43 16 21 63
"20" 76 158 12599 51 15 24 68
"21" 80 177 12582 59 15 27 76
"22" 84 183 12574 60 13 28 82
"23" 88 201 12557 62 19 32 88
"24" 92 224 12533 69 25 34 96
"25" 96 247 12510 74 32 36 105
"26" 100 268 12490 73 34 42 119
"27" 104 292 12463 80 36 46 130
"28" 108 321 12438 89 27 54 151
"29" 112 339 12416 81 35 60 163
"30" 116 360 12397 80 27 68 185
"31" 120 386 12373 83 29 75 199
"32" 124 408 12348 77 40 78 213
"33" 128 433 12323 87 33 86 227
"34" 132 444 12312 74 40 91 239
"35" 136 472 12284 80 40 102 250
"36" 140 493 12264 83 36 106 268
"37" 144 512 12246 78 34 111 289
"38" 148 533 12226 79 27 121 306
"39" 152 550 12209 75 22 128 325
"40" 156 561 12196 64 31 132 334
"41" 160 584 12172 65 32 138 349
"42" 164 600 12155 63 25 145 367
"43" 168 619 12137 66 27 154 372
"44" 172 632 12127 59 24 162 387
"45" 176 650 12109 56 28 165 401
"46" 180 661 12098 53 23 169 416
"47" 184 671 12088 50 21 175 425
"48" 188 674 12086 41 19 179 435
"49" 192 685 12074 37 20 183 445
"50" 196 689 12068 25 21 185 458
"51" 200 705 12054 33 18 191 463
