"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 24 127485 14 5 1 4
"3" 8 31 127478 21 3 2 5
"4" 12 42 127467 29 1 4 8
"5" 16 51 127457 34 4 4 9
"6" 20 59 127449 35 7 5 12
"7" 24 75 127435 43 10 5 17
"8" 28 103 127406 58 11 7 27
"9" 32 128 127377 72 16 9 31
"10" 36 156 127348 89 18 11 38
"11" 40 201 127300 117 21 12 51
"12" 44 273 127230 163 31 18 61
"13" 48 363 127139 229 32 22 80
"14" 52 457 127035 294 35 28 100
"15" 56 570 126923 363 57 34 116
"16" 60 721 126767 440 90 43 148
"17" 64 933 126546 569 104 61 199
"18" 68 1232 126243 771 129 88 244
"19" 72 1580 125888 987 167 121 305
"20" 76 2004 125459 1235 236 160 373
"21" 80 2553 124868 1562 302 209 480
"22" 84 3331 124115 2075 351 266 639
"23" 88 4244 123161 2648 438 351 807
"24" 92 5455 121918 3387 564 437 1067
"25" 96 6857 120477 4201 726 573 1357
"26" 100 8720 118546 5296 952 745 1727
"27" 104 11095 116109 6748 1194 951 2202
"28" 108 14203 112951 8568 1581 1232 2822
"29" 112 17841 109214 10775 1903 1565 3598
"30" 116 22316 104653 13312 2397 1997 4610
"31" 120 27736 99130 16305 3037 2536 5858
"32" 124 34162 92502 19742 3706 3205 7509
"33" 128 41704 84847 23681 4530 4078 9415
"34" 132 50170 76225 27691 5686 5070 11723
"35" 136 59754 66418 31913 7018 6261 14562
"36" 140 69871 56165 35802 8275 7715 18079
"37" 144 80094 45784 38782 9738 9423 22151
"38" 148 90062 35752 40564 11056 11514 26928
"39" 152 99504 26337 40945 12518 13857 32184
"40" 156 107548 18289 39563 13369 16373 38243
"41" 160 114136 11860 36506 14019 19086 44525
"42" 164 118994 7166 31790 14367 21798 51039
"43" 168 122272 4114 25984 14148 24634 57506
"44" 172 124266 2336 20159 13188 27314 63605
"45" 176 125526 1320 14806 11715 29742 69263
"46" 180 126233 755 10308 9858 31853 74214
"47" 184 126715 468 6842 7970 33611 78292
"48" 188 126953 323 4305 6184 35012 81452
"49" 192 127114 232 2673 4571 36041 83829
"50" 196 127243 176 1630 3217 36790 85606
"51" 200 127285 148 962 2148 37316 86859
