"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 22 12738 12 5 0 5
"3" 8 28 12729 17 4 0 7
"4" 12 35 12725 23 3 2 7
"5" 16 40 12720 24 5 3 8
"6" 20 45 12712 22 4 5 14
"7" 24 50 12709 24 5 5 16
"8" 28 58 12700 26 8 7 17
"9" 32 69 12689 30 9 9 21
"10" 36 75 12683 31 7 14 23
"11" 40 90 12670 35 13 15 27
"12" 44 102 12658 42 11 17 32
"13" 48 113 12644 44 14 19 36
"14" 52 131 12626 54 13 24 40
"15" 56 149 12609 57 18 27 47
"16" 60 173 12585 66 17 31 59
"17" 64 190 12570 68 20 34 68
"18" 68 199 12557 61 18 40 80
"19" 72 217 12538 64 23 42 88
"20" 76 245 12513 79 20 45 101
"21" 80 268 12491 86 19 50 113
"22" 84 281 12473 80 20 53 128
"23" 88 296 12458 77 20 60 139
"24" 92 315 12443 74 26 65 150
"25" 96 332 12424 72 30 68 162
"26" 100 361 12397 83 28 74 176
"27" 104 380 12376 83 25 82 190
"28" 108 401 12354 86 32 86 197
"29" 112 422 12337 76 35 94 217
"30" 116 439 12320 70 35 102 232
"31" 120 468 12291 78 39 108 243
"32" 124 478 12276 69 39 116 254
"33" 128 504 12255 80 28 126 270
"34" 132 522 12236 67 40 132 283
"35" 136 545 12212 69 33 137 306
"36" 140 565 12191 79 23 142 321
"37" 144 582 12176 74 30 147 331
"38" 148 594 12163 59 36 154 345
"39" 152 609 12150 55 29 160 365
"40" 156 622 12137 55 30 166 371
"41" 160 628 12128 52 20 173 383
"42" 164 639 12118 46 23 176 394
"43" 168 648 12110 42 20 183 403
"44" 172 658 12102 36 25 185 412
"45" 176 671 12089 38 26 187 420
"46" 180 687 12072 47 22 193 425
"47" 184 699 12061 50 18 195 436
"48" 188 706 12052 42 21 201 442
"49" 192 711 12048 32 23 206 450
"50" 196 719 12040 34 16 208 461
"51" 200 727 12032 28 20 212 467
