# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 15800 0 0 0 0
 4.000000E+00 6 15800 6 0 0 0
 8.000000E+00 11 15797 8 1 1 1
 1.200000E+01 20 15796 18 0 1 1
 1.600000E+01 16 15794 12 2 1 1
 2.000000E+01 22 15793 14 4 3 1
 2.400000E+01 29 15782 15 5 4 5
 2.800000E+01 45 15761 26 6 4 9
 3.200000E+01 53 15751 31 7 4 11
 3.600000E+01 65 15734 33 10 4 18
 4.000000E+01 79 15711 46 7 6 20
 4.400000E+01 102 15693 60 13 7 22
 4.800000E+01 137 15655 79 16 10 32
 5.200000E+01 144 15626 79 12 11 42
 5.600000E+01 193 15588 117 14 14 48
 6.000000E+01 256 15542 149 34 21 52
 6.400000E+01 318 15478 190 30 31 67
 6.800000E+01 384 15386 226 38 38 82
 7.200000E+01 496 15268 301 49 45 101
 7.600000E+01 629 15122 380 59 58 132
 8.000000E+01 795 14980 470 80 74 171
 8.400000E+01 1013 14759 597 111 92 213
 8.800000E+01 1209 14523 701 124 115 269
 9.200000E+01 1603 14186 951 174 143 335
 9.600000E+01 2017 13738 1196 210 176 435
 1.000000E+02 2546 13194 1513 276 232 525
 1.040000E+02 3205 12565 1901 364 281 659
 1.080000E+02 4006 11789 2387 419 368 832
 1.120000E+02 4958 10874 2933 520 475 1030
 1.160000E+02 6113 9833 3621 618 585 1289
 1.200000E+02 7561 8640 4391 806 743 1621
 1.240000E+02 9105 7371 5198 978 930 1999
 1.280000E+02 10854 5940 6020 1209 1125 2500
 1.320000E+02 13124 4473 7123 1486 1402 3113
 1.360000E+02 15316 3144 7933 1812 1693 3878
 1.400000E+02 17578 2031 8670 2038 2073 4797
 1.440000E+02 19968 1266 9196 2482 2485 5805
 1.480000E+02 22163 706 9335 2752 2998 7078
 1.520000E+02 24003 397 9110 2950 3544 8399
 1.560000E+02 25321 215 8294 3075 4133 9819
 1.600000E+02 26680 108 7425 3185 4743 11327
 1.640000E+02 27460 73 6201 3135 5412 12712
 1.680000E+02 28222 35 5070 3013 5980 14159
 1.720000E+02 28486 19 3716 2728 6537 15505
 1.760000E+02 28608 10 2621 2339 7064 16584
 1.800000E+02 28715 5 1759 1914 7490 17552
 1.840000E+02 28683 4 1099 1446 7826 18312
 1.880000E+02 28778 3 720 1094 8083 18881
 1.920000E+02 28825 2 439 813 8268 19305
 1.960000E+02 28851 1 246 574 8419 19612
 2.000000E+02 28861 1 139 372 8515 19835

#Simulation ended (eff.: 0.950367, detail below)
	#Events: 614240
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
