"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 15 12745 5 5 3 2
"3" 8 20 12739 10 3 4 3
"4" 12 24 12735 15 2 4 3
"5" 16 27 12731 15 4 5 3
"6" 20 33 12727 18 3 5 7
"7" 24 33 12726 12 6 7 8
"8" 28 39 12721 18 1 8 12
"9" 32 41 12718 13 6 8 14
"10" 36 46 12713 16 6 9 15
"11" 40 55 12705 19 5 11 20
"12" 44 56 12702 17 5 12 22
"13" 48 59 12701 13 6 15 25
"14" 52 62 12698 13 5 16 28
"15" 56 65 12694 13 6 16 30
"16" 60 70 12689 14 6 18 32
"17" 64 75 12684 15 6 18 36
"18" 68 79 12681 17 3 19 40
"19" 72 81 12678 17 2 20 42
"20" 76 82 12676 16 2 21 43
"21" 80 90 12669 18 5 22 45
"22" 84 98 12662 20 8 23 47
"23" 88 100 12658 15 12 24 49
"24" 92 105 12653 16 8 25 56
"25" 96 111 12649 15 9 28 59
"26" 100 120 12640 22 4 30 64
"27" 104 127 12632 22 8 32 65
"28" 108 129 12629 20 6 36 67
"29" 112 133 12625 18 8 37 70
"30" 116 137 12623 17 8 40 72
"31" 120 144 12616 20 7 43 74
"32" 124 145 12613 16 10 43 76
"33" 128 156 12602 22 13 44 77
"34" 132 166 12593 26 8 46 86
"35" 136 174 12585 25 9 47 93
"36" 140 176 12581 21 8 51 96
"37" 144 185 12574 19 13 52 101
"38" 148 193 12567 21 12 54 106
"39" 152 199 12560 23 8 58 110
"40" 156 205 12555 24 7 58 116
"41" 160 209 12551 24 5 60 120
"42" 164 212 12548 20 7 62 123
"43" 168 219 12541 22 6 65 126
"44" 172 222 12537 22 4 67 129
"45" 176 228 12532 20 10 68 130
"46" 180 230 12530 20 3 73 134
"47" 184 231 12529 8 12 75 136
"48" 188 237 12523 10 13 77 137
"49" 192 238 12521 10 8 79 141
"50" 196 241 12519 12 2 80 147
"51" 200 243 12516 10 5 80 148
