# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Dead'
 0.000000E+00 1 100000 0 1 0 0
 1.000000E+00 1 100000 0 1 0 0
 2.000000E+00 1 100000 0 1 0 0
 3.000000E+00 1 100000 0 0 1 0
 4.000000E+00 1 100000 0 0 1 0
 5.000000E+00 1 100000 0 0 1 0
 6.000000E+00 1 100000 0 0 1 0
 7.000000E+00 1 100000 0 0 1 0
 8.000000E+00 1 100000 0 0 1 0
 9.000000E+00 1 100000 0 0 1 0
 1.000000E+01 1 100000 0 0 1 0
 1.100000E+01 1 100000 0 0 1 0
 1.200000E+01 1 100000 0 0 1 0
 1.300000E+01 1 100000 0 0 1 0
 1.400000E+01 1 100000 0 0 1 0
 1.500000E+01 1 100000 0 0 1 0
 1.600000E+01 1 100000 0 0 1 0
 1.700000E+01 1 100000 0 0 1 0
 1.800000E+01 1 100000 0 0 1 0
 1.900000E+01 1 100000 0 0 1 0
 2.000000E+01 1 100000 0 0 1 0
 2.100000E+01 1 100000 0 0 1 0
 2.200000E+01 1 100000 0 0 1 0
 2.300000E+01 1 100000 0 0 1 0
 2.400000E+01 1 100000 0 0 1 0
 2.500000E+01 1 100000 0 0 1 0
 2.600000E+01 1 100000 0 0 1 0
 2.700000E+01 1 100000 0 0 1 0
 2.800000E+01 1 100000 0 0 1 0
 2.900000E+01 1 100000 0 0 1 0
 3.000000E+01 1 100000 0 0 1 0
 3.100000E+01 1 100000 0 0 1 0
 3.200000E+01 1 100000 0 0 1 0
 3.300000E+01 1 100000 0 0 1 0
 3.400000E+01 1 100000 0 0 1 0
 3.500000E+01 1 100000 0 0 1 0
 3.600000E+01 1 100000 0 0 1 0
 3.700000E+01 1 100000 0 0 1 0
 3.800000E+01 1 100000 0 0 1 0
 3.900000E+01 1 100000 0 0 1 0
 4.000000E+01 1 100000 0 0 1 0
 4.100000E+01 1 100000 0 0 1 0
 4.200000E+01 1 100000 0 0 1 0
 4.300000E+01 1 100000 0 0 1 0
 4.400000E+01 1 100000 0 0 1 0
 4.500000E+01 1 100000 0 0 1 0
 4.600000E+01 1 100000 0 0 1 0
 4.700000E+01 1 100000 0 0 1 0
 4.800000E+01 1 100000 0 0 1 0
 4.900000E+01 1 100000 0 0 1 0
 5.000000E+01 1 100000 0 0 1 0
 5.100000E+01 1 100000 0 0 1 0
 5.200000E+01 1 100000 0 0 1 0
 5.300000E+01 1 100000 0 0 1 0
 5.400000E+01 1 100000 0 0 1 0
 5.500000E+01 1 100000 0 0 1 0
 5.600000E+01 1 100000 0 0 1 0
 5.700000E+01 1 100000 0 0 1 0
 5.800000E+01 1 100000 0 0 1 0
 5.900000E+01 1 100000 0 0 1 0
 6.000000E+01 1 100000 0 0 1 0
 6.100000E+01 1 100000 0 0 1 0
 6.200000E+01 1 100000 0 0 1 0
 6.300000E+01 1 100000 0 0 1 0
 6.400000E+01 1 100000 0 0 1 0
 6.500000E+01 1 100000 0 0 1 0
 6.600000E+01 1 100000 0 0 1 0
 6.700000E+01 1 100000 0 0 1 0
 6.800000E+01 1 100000 0 0 1 0
 6.900000E+01 1 100000 0 0 1 0
 7.000000E+01 1 100000 0 0 1 0
 7.100000E+01 1 100000 0 0 1 0
 7.200000E+01 1 100000 0 0 1 0
 7.300000E+01 1 100000 0 0 1 0
 7.400000E+01 1 100000 0 0 1 0
 7.500000E+01 1 100000 0 0 1 0
 7.600000E+01 1 100000 0 0 1 0
 7.700000E+01 1 100000 0 0 1 0
 7.800000E+01 1 100000 0 0 1 0
 7.900000E+01 1 100000 0 0 1 0
 8.000000E+01 1 100000 0 0 1 0
 8.100000E+01 1 100000 0 0 1 0
 8.200000E+01 1 100000 0 0 1 0
 8.300000E+01 1 100000 0 0 1 0
 8.400000E+01 1 100000 0 0 1 0
 8.500000E+01 1 100000 0 0 1 0
 8.600000E+01 1 100000 0 0 1 0
 8.700000E+01 1 100000 0 0 1 0
 8.800000E+01 1 100000 0 0 1 0
 8.900000E+01 1 100000 0 0 1 0
 9.000000E+01 1 100000 0 0 1 0
 9.100000E+01 1 100000 0 0 1 0
 9.200000E+01 1 100000 0 0 1 0
 9.300000E+01 1 100000 0 0 1 0
 9.400000E+01 1 100000 0 0 1 0
 9.500000E+01 1 100000 0 0 1 0
 9.600000E+01 1 100000 0 0 1 0
 9.700000E+01 1 100000 0 0 1 0
 9.800000E+01 1 100000 0 0 1 0
 9.900000E+01 1 100000 0 0 1 0
 1.000000E+02 1 100000 0 0 1 0

#Simulation ended (eff.: 0.995342, detail below)
	#Events: 99365
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
