# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 10 100000 0 10 0 0
 4.000000E+00 26 99979 16 6 2 2
 8.000000E+00 21 99970 13 1 3 4
 1.200000E+01 31 99965 21 2 4 4
 1.600000E+01 42 99949 27 4 5 6
 2.000000E+01 58 99930 39 6 6 7
 2.400000E+01 72 99913 42 11 8 11
 2.800000E+01 88 99887 47 14 12 15
 3.200000E+01 110 99853 64 16 14 16
 3.600000E+01 141 99827 86 14 16 25
 4.000000E+01 183 99791 112 23 18 30
 4.400000E+01 246 99731 144 35 24 43
 4.800000E+01 310 99651 181 38 29 62
 5.200000E+01 424 99538 263 46 39 76
 5.600000E+01 527 99411 324 57 48 98
 6.000000E+01 657 99237 392 67 63 135
 6.400000E+01 841 99045 492 92 84 173
 6.800000E+01 1072 98780 636 97 106 233
 7.200000E+01 1393 98445 800 167 129 297
 7.600000E+01 1813 97996 1061 187 162 403
 8.000000E+01 2185 97474 1232 252 200 501
 8.400000E+01 2860 96778 1621 340 252 647
 8.800000E+01 3636 95925 2081 415 324 816
 9.200000E+01 4502 94877 2551 507 421 1023
 9.600000E+01 5725 93499 3258 647 530 1290
 1.000000E+02 7230 91852 4100 814 689 1627
 1.040000E+02 8983 89753 5008 1039 876 2060
 1.080000E+02 11247 87139 6270 1304 1104 2569
 1.120000E+02 14058 83832 7775 1639 1399 3245
 1.160000E+02 17430 79861 9499 2039 1772 4120
 1.200000E+02 21466 75093 11499 2582 2231 5154
 1.240000E+02 26024 69278 13550 3193 2783 6498
 1.280000E+02 31292 62630 15900 3824 3461 8107
 1.320000E+02 36799 55172 17853 4692 4283 9971
 1.360000E+02 42791 46906 19610 5582 5307 12292
 1.400000E+02 48853 38192 20875 6383 6558 15037
 1.440000E+02 54631 29467 21589 6995 7943 18104
 1.480000E+02 59851 21397 21137 7792 9448 21474
 1.520000E+02 64389 14461 19914 8322 10974 25179
 1.560000E+02 67948 9177 17677 8573 12552 29146
 1.600000E+02 70909 5464 14988 8535 14250 33136
 1.640000E+02 72727 3092 11838 8036 15920 36933
 1.680000E+02 74101 1778 8785 7451 17482 40383
 1.720000E+02 75207 991 6442 6343 18850 43572
 1.760000E+02 75755 619 4243 5267 19980 46265
 1.800000E+02 76238 405 2806 4099 20908 48425
 1.840000E+02 76533 298 1788 3073 21628 50044
 1.880000E+02 76693 220 1053 2231 22114 51295
 1.920000E+02 76877 183 669 1564 22489 52155
 1.960000E+02 76952 164 357 1112 22726 52757
 2.000000E+02 77018 149 225 744 22890 53159

#Simulation ended (eff.: 0.947939, detail below)
	#Events: 1419335
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
