"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 18 12740 8 4 2 4
"3" 8 22 12737 12 4 2 4
"4" 12 28 12730 18 3 2 5
"5" 16 33 12725 19 5 3 6
"6" 20 38 12719 17 9 4 8
"7" 24 49 12711 24 6 9 10
"8" 28 56 12703 26 7 9 14
"9" 32 64 12696 29 7 10 18
"10" 36 73 12687 31 8 12 22
"11" 40 77 12680 27 10 14 26
"12" 44 88 12672 31 8 17 32
"13" 48 93 12667 31 9 19 34
"14" 52 100 12659 30 11 21 38
"15" 56 108 12650 31 8 22 47
"16" 60 117 12643 32 10 24 51
"17" 64 124 12634 30 11 27 56
"18" 68 133 12626 32 12 28 61
"19" 72 147 12613 41 11 29 66
"20" 76 158 12601 45 10 31 72
"21" 80 167 12593 44 16 32 75
"22" 84 181 12578 45 16 38 82
"23" 88 199 12560 48 15 41 95
"24" 92 209 12551 50 14 43 102
"25" 96 215 12543 42 14 48 111
"26" 100 228 12530 43 15 52 118
"27" 104 240 12518 40 21 56 123
"28" 108 251 12506 38 18 61 134
"29" 112 263 12493 39 21 64 139
"30" 116 274 12485 38 19 68 149
"31" 120 292 12467 46 15 72 159
"32" 124 305 12454 51 12 74 168
"33" 128 317 12442 49 16 75 177
"34" 132 329 12430 48 12 82 187
"35" 136 340 12418 42 17 88 193
"36" 140 356 12404 50 16 93 197
"37" 144 368 12389 50 17 99 202
"38" 148 379 12381 51 22 99 207
"39" 152 389 12370 41 28 106 214
"40" 156 401 12355 42 24 111 224
"41" 160 412 12346 41 21 116 234
"42" 164 422 12338 37 26 119 240
"43" 168 432 12328 40 25 121 246
"44" 172 434 12321 35 19 125 255
"45" 176 445 12312 34 20 130 261
"46" 180 454 12305 30 18 132 274
"47" 184 461 12299 26 18 133 284
"48" 188 465 12295 24 12 136 293
"49" 192 469 12289 19 13 139 298
"50" 196 473 12286 18 12 143 300
"51" 200 478 12281 19 10 146 303
