"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 18 127491 8 4 3 3
"3" 8 23 127487 13 2 4 4
"4" 12 26 127486 15 2 4 5
"5" 16 30 127480 17 2 4 7
"6" 20 34 127474 16 6 5 7
"7" 24 40 127470 20 3 5 12
"8" 28 47 127461 23 5 7 12
"9" 32 63 127446 33 9 9 12
"10" 36 86 127423 49 6 14 17
"11" 40 110 127394 64 11 15 20
"12" 44 130 127375 81 8 17 24
"13" 48 153 127350 89 17 21 26
"14" 52 197 127309 113 25 22 37
"15" 56 252 127253 144 29 29 50
"16" 60 320 127180 192 24 40 64
"17" 64 385 127113 232 29 47 77
"18" 68 469 127026 284 36 53 96
"19" 72 583 126907 333 62 67 121
"20" 76 779 126707 462 77 90 150
"21" 80 1009 126479 595 123 106 185
"22" 84 1310 126176 803 144 128 235
"23" 88 1658 125804 1031 170 160 297
"24" 92 2138 125319 1330 234 200 374
"25" 96 2714 124697 1681 279 252 502
"26" 100 3472 123946 2131 377 318 646
"27" 104 4426 122967 2698 485 406 837
"28" 108 5712 121656 3514 606 504 1088
"29" 112 7169 120147 4377 722 629 1441
"30" 116 9068 118199 5527 928 805 1808
"31" 120 11444 115757 6883 1266 1008 2287
"32" 124 14522 112622 8722 1599 1289 2912
"33" 128 18387 108657 11054 1993 1636 3704
"34" 132 23068 103862 13780 2504 2069 4715
"35" 136 28781 97973 16986 3185 2617 5993
"36" 140 35326 91317 20532 3857 3351 7586
"37" 144 42742 83698 24211 4700 4229 9602
"38" 148 51392 74964 28151 5930 5257 12054
"39" 152 60868 65282 32190 7148 6538 14992
"40" 156 70927 55114 35797 8538 8060 18532
"41" 160 81164 44741 38625 9888 9881 22770
"42" 164 90970 34824 40261 11149 11994 27566
"43" 168 100310 25591 40486 12431 14358 33035
"44" 172 108063 17771 38807 13394 16903 38959
"45" 176 114496 11486 35660 13982 19618 45236
"46" 180 119174 7058 30809 14172 22398 51795
"47" 184 122266 4104 25189 13718 25170 58189
"48" 188 124349 2328 19585 12806 27798 64160
"49" 192 125531 1325 14391 11361 30197 69582
"50" 196 126282 764 9939 9629 32313 74401
"51" 200 126735 474 6693 7689 34011 78342
