"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 18 12742 8 4 4 2
"3" 8 22 12738 11 3 4 4
"4" 12 27 12732 16 1 4 6
"5" 16 31 12728 15 5 4 7
"6" 20 35 12724 16 6 5 8
"7" 24 44 12716 19 8 6 11
"8" 28 50 12709 23 6 6 15
"9" 32 52 12708 22 5 7 18
"10" 36 62 12697 24 7 7 24
"11" 40 71 12690 27 11 8 25
"12" 44 74 12684 24 14 10 26
"13" 48 84 12674 29 11 11 33
"14" 52 100 12658 39 10 13 38
"15" 56 114 12642 45 11 13 45
"16" 60 133 12627 57 10 15 51
"17" 64 147 12610 51 17 16 63
"18" 68 163 12596 58 19 19 67
"19" 72 187 12571 63 24 21 79
"20" 76 210 12545 68 21 30 91
"21" 80 230 12529 72 26 35 97
"22" 84 251 12507 73 22 42 114
"23" 88 268 12488 71 23 48 126
"24" 92 287 12469 69 20 53 145
"25" 96 311 12448 73 26 56 156
"26" 100 326 12432 72 24 62 168
"27" 104 344 12413 72 26 65 181
"28" 108 364 12393 71 27 72 194
"29" 112 390 12369 76 26 80 208
"30" 116 407 12350 74 26 83 224
"31" 120 425 12331 70 28 90 237
"32" 124 451 12309 76 29 96 250
"33" 128 473 12287 82 24 99 268
"34" 132 486 12271 76 29 108 273
"35" 136 507 12250 78 29 113 287
"36" 140 523 12234 73 34 118 298
"37" 144 542 12217 72 30 130 310
"38" 148 564 12193 74 34 133 323
"39" 152 586 12169 78 32 140 336
"40" 156 598 12155 62 34 145 357
"41" 160 622 12135 70 33 147 372
"42" 164 630 12126 59 31 152 388
"43" 168 650 12110 54 31 160 405
"44" 172 656 12102 48 32 165 411
"45" 176 665 12095 41 31 168 425
"46" 180 682 12077 43 27 174 438
"47" 184 692 12065 37 22 180 453
"48" 188 701 12058 37 19 181 464
"49" 192 708 12051 36 16 183 473
"50" 196 712 12045 32 17 184 479
"51" 200 717 12041 22 17 189 489
