"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 23 12735 13 8 0 2
"3" 8 29 12731 18 6 1 4
"4" 12 36 12724 24 5 2 5
"5" 16 39 12719 24 5 3 7
"6" 20 52 12708 28 10 4 10
"7" 24 58 12700 31 6 4 17
"8" 28 69 12691 35 9 5 20
"9" 32 82 12676 40 10 9 23
"10" 36 94 12666 43 12 12 27
"11" 40 98 12660 42 12 15 29
"12" 44 115 12644 47 17 18 33
"13" 48 135 12624 56 14 24 41
"14" 52 144 12615 57 15 27 45
"15" 56 162 12595 58 19 30 55
"16" 60 174 12582 55 22 33 64
"17" 64 198 12561 64 27 38 69
"18" 68 215 12544 70 20 45 80
"19" 72 226 12531 66 25 51 84
"20" 76 252 12505 71 32 57 92
"21" 80 264 12488 70 24 61 109
"22" 84 284 12474 75 20 67 122
"23" 88 292 12465 65 23 71 133
"24" 92 315 12443 69 28 77 141
"25" 96 335 12424 70 30 80 155
"26" 100 348 12408 69 25 87 167
"27" 104 368 12388 67 34 90 177
"28" 108 390 12367 77 28 95 190
"29" 112 410 12347 73 36 100 201
"30" 116 438 12320 78 42 102 216
"31" 120 458 12300 79 33 115 231
"32" 124 480 12280 79 38 119 244
"33" 128 501 12255 84 32 127 258
"34" 132 519 12237 84 35 131 269
"35" 136 533 12223 75 40 139 279
"36" 140 553 12203 74 37 146 296
"37" 144 571 12186 68 38 153 312
"38" 148 587 12171 67 33 160 327
"39" 152 598 12160 69 28 163 338
"40" 156 617 12141 70 29 168 350
"41" 160 631 12128 65 31 174 361
"42" 164 642 12114 57 33 178 374
"43" 168 667 12092 57 43 181 386
"44" 172 687 12071 62 32 189 404
"45" 176 703 12056 65 26 197 415
"46" 180 712 12047 59 23 201 429
"47" 184 714 12043 42 19 206 447
"48" 188 725 12034 39 18 209 459
"49" 192 737 12022 40 16 211 470
"50" 196 747 12011 41 15 213 478
"51" 200 753 12006 35 14 217 487
