# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 7000 0 0 0 0
 2.000000E+00 0 7000 0 0 0 0
 4.000000E+00 2 7000 2 0 0 0
 6.000000E+00 1 7000 1 0 0 0
 8.000000E+00 1 7000 1 0 0 0
 1.000000E+01 1 7000 1 0 0 0
 1.200000E+01 4 7000 4 0 0 0
 1.400000E+01 1 7000 1 0 0 0
 1.600000E+01 3 7000 3 0 0 0
 1.800000E+01 2 7000 1 1 0 0
 2.000000E+01 5 6999 3 2 0 0
 2.200000E+01 10 6998 7 3 0 0
 2.400000E+01 10 6996 6 4 0 0
 2.600000E+01 13 6992 9 1 2 2
 2.800000E+01 11 6989 5 2 4 3
 3.000000E+01 8 6988 3 0 5 4
 3.200000E+01 14 6988 8 1 5 4
 3.400000E+01 12 6988 7 0 5 4
 3.600000E+01 14 6988 9 0 5 4
 3.800000E+01 10 6988 5 0 5 4
 4.000000E+01 16 6988 8 2 5 5
 4.200000E+01 17 6988 9 1 6 5
 4.400000E+01 20 6987 11 2 7 5
 4.600000E+01 23 6986 13 2 7 6
 4.800000E+01 25 6983 13 3 7 7
 5.000000E+01 32 6980 18 4 7 8
 5.200000E+01 30 6978 16 3 9 9
 5.400000E+01 29 6977 15 3 9 9
 5.600000E+01 38 6975 19 6 11 10
 5.800000E+01 36 6971 17 4 13 12
 6.000000E+01 44 6968 24 4 13 13
 6.200000E+01 43 6965 21 6 13 13
 6.400000E+01 47 6964 24 6 16 14
 6.600000E+01 51 6962 28 5 17 14
 6.800000E+01 48 6958 23 6 18 15
 7.000000E+01 55 6954 28 7 19 16
 7.200000E+01 52 6949 23 7 20 17
 7.400000E+01 47 6947 19 5 22 18
 7.600000E+01 64 6942 31 8 23 20
 7.800000E+01 73 6937 38 7 25 22
 8.000000E+01 82 6934 42 10 27 23
 8.200000E+01 96 6922 50 14 28 25
 8.400000E+01 104 6908 50 16 29 30
 8.600000E+01 91 6899 39 11 34 32
 8.800000E+01 102 6890 47 8 38 36
 9.000000E+01 100 6884 47 3 44 38
 9.200000E+01 111 6880 56 4 46 38
 9.400000E+01 118 6877 59 8 48 38
 9.600000E+01 123 6873 57 13 49 39
 9.800000E+01 140 6865 67 18 52 40
 1.000000E+02 143 6861 72 12 59 40
 1.020000E+02 160 6851 77 17 63 44
 1.040000E+02 181 6846 97 12 66 49
 1.060000E+02 158 6837 70 12 72 51
 1.080000E+02 176 6827 85 14 74 52
 1.100000E+02 201 6817 104 14 78 54
 1.120000E+02 192 6811 91 12 84 58
 1.140000E+02 208 6801 99 18 85 60
 1.160000E+02 228 6794 111 19 92 65
 1.180000E+02 253 6781 131 18 97 68
 1.200000E+02 267 6770 139 12 106 76
 1.220000E+02 289 6757 149 16 116 81
 1.240000E+02 313 6743 166 20 118 83
 1.260000E+02 307 6732 149 25 125 85
 1.280000E+02 322 6721 155 26 137 88
 1.300000E+02 352 6705 169 36 140 92
 1.320000E+02 374 6688 183 35 147 97
 1.340000E+02 405 6675 201 33 159 105
 1.360000E+02 453 6656 234 32 171 118
 1.380000E+02 459 6629 222 41 182 125
 1.400000E+02 484 6610 237 39 195 136
 1.420000E+02 511 6589 250 40 206 143
 1.440000E+02 550 6566 272 43 222 152
 1.460000E+02 570 6533 266 56 233 161
 1.480000E+02 644 6509 325 54 245 174
 1.500000E+02 638 6470 302 51 257 186
 1.520000E+02 707 6422 346 59 278 197
 1.540000E+02 724 6376 346 59 300 208
 1.560000E+02 813 6336 390 79 318 226
 1.580000E+02 857 6293 419 67 341 241
 1.600000E+02 902 6254 454 61 365 250
 1.620000E+02 933 6222 455 75 379 261
 1.640000E+02 1020 6171 503 82 398 283
 1.660000E+02 1046 6110 500 84 431 299
 1.680000E+02 1160 6059 578 86 463 322
 1.700000E+02 1202 5998 590 90 487 342
 1.720000E+02 1227 5958 588 89 517 357
 1.740000E+02 1321 5897 636 98 551 385
 1.760000E+02 1399 5851 674 108 582 404
 1.780000E+02 1447 5790 676 121 610 434
 1.800000E+02 1601 5710 769 144 643 460
 1.820000E+02 1658 5648 787 128 688 496
 1.840000E+02 1790 5556 873 137 722 525
 1.860000E+02 1900 5483 937 131 766 561
 1.880000E+02 1949 5417 925 143 810 593
 1.900000E+02 2098 5312 1010 150 859 638
 1.920000E+02 2227 5242 1097 139 913 675
 1.940000E+02 2385 5149 1163 163 976 724
 1.960000E+02 2420 5036 1122 188 1023 759
 1.980000E+02 2549 4942 1189 181 1093 808
 2.000000E+02 2666 4849 1211 210 1147 856

#Simulation ended (eff.: 0.942271, detail below)
	#Events: 65093
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
