# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 15800 0 0 0 0
 4.000000E+00 3 15798 2 1 0 0
 8.000000E+00 12 15795 9 2 0 1
 1.200000E+01 9 15788 6 2 0 1
 1.600000E+01 14 15783 9 3 1 1
 2.000000E+01 16 15778 10 3 2 1
 2.400000E+01 28 15773 20 5 2 1
 2.800000E+01 28 15756 14 7 2 5
 3.200000E+01 44 15749 33 1 2 8
 3.600000E+01 50 15741 36 4 2 8
 4.000000E+01 81 15724 61 7 2 11
 4.400000E+01 108 15702 74 13 2 19
 4.800000E+01 137 15670 95 14 4 24
 5.200000E+01 175 15636 120 17 7 31
 5.600000E+01 234 15582 156 23 10 45
 6.000000E+01 284 15516 177 31 17 59
 6.400000E+01 385 15442 253 39 20 73
 6.800000E+01 466 15343 306 42 25 93
 7.200000E+01 602 15219 377 65 34 126
 7.600000E+01 760 15052 482 77 47 154
 8.000000E+01 986 14821 610 112 68 196
 8.400000E+01 1282 14527 810 122 97 253
 8.800000E+01 1561 14222 965 170 112 314
 9.200000E+01 2014 13758 1262 205 145 402
 9.600000E+01 2615 13233 1647 264 197 507
 1.000000E+02 3150 12606 1944 316 250 640
 1.040000E+02 4099 11846 2540 419 321 819
 1.080000E+02 5209 10911 3190 552 419 1048
 1.120000E+02 6415 9802 3848 670 560 1337
 1.160000E+02 7868 8576 4625 818 722 1703
 1.200000E+02 9699 7207 5587 1079 896 2137
 1.240000E+02 11613 5694 6450 1346 1123 2694
 1.280000E+02 13754 4267 7480 1564 1396 3314
 1.320000E+02 16018 2973 8265 1908 1704 4141
 1.360000E+02 18412 1940 8911 2283 2128 5090
 1.400000E+02 20676 1168 9306 2535 2592 6243
 1.440000E+02 22626 668 9226 2817 3087 7496
 1.480000E+02 24514 358 8883 3074 3674 8883
 1.520000E+02 25938 202 8157 3214 4273 10294
 1.560000E+02 26907 122 7029 3226 4899 11753
 1.600000E+02 27720 58 5840 3154 5512 13214
 1.640000E+02 28087 30 4508 2936 6093 14550
 1.680000E+02 28277 14 3204 2563 6641 15869
 1.720000E+02 28569 9 2344 2150 7118 16957
 1.760000E+02 28545 5 1477 1748 7490 17830
 1.800000E+02 28561 3 934 1298 7789 18540
 1.840000E+02 28599 3 561 1007 7998 19033
 1.880000E+02 28655 3 374 680 8176 19425
 1.920000E+02 28673 3 212 462 8290 19709
 1.960000E+02 28685 1 115 330 8379 19861
 2.000000E+02 28702 1 91 208 8431 19972

#Simulation ended (eff.: 0.950687, detail below)
	#Events: 614735
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
