# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 10 100000 0 10 0 0
 4.000000E+00 16 99985 7 5 3 1
 8.000000E+00 21 99980 11 4 3 3
 1.200000E+01 25 99963 12 5 4 4
 1.600000E+01 43 99950 27 3 5 8
 2.000000E+01 42 99944 22 4 6 10
 2.400000E+01 62 99926 37 8 6 11
 2.800000E+01 73 99901 41 9 8 15
 3.200000E+01 91 99882 49 11 12 19
 3.600000E+01 118 99852 65 15 16 22
 4.000000E+01 152 99829 88 11 22 31
 4.400000E+01 199 99778 113 23 24 39
 4.800000E+01 264 99722 156 26 29 53
 5.200000E+01 314 99654 173 39 35 67
 5.600000E+01 388 99557 209 40 41 98
 6.000000E+01 487 99476 269 46 55 117
 6.400000E+01 591 99342 322 63 68 138
 6.800000E+01 764 99212 426 89 84 165
 7.200000E+01 974 98967 551 114 101 208
 7.600000E+01 1258 98689 723 139 125 271
 8.000000E+01 1544 98317 883 159 152 350
 8.400000E+01 1929 97860 1075 228 188 438
 8.800000E+01 2583 97132 1484 289 250 560
 9.200000E+01 3117 96362 1737 359 321 700
 9.600000E+01 3971 95443 2228 464 399 880
 1.000000E+02 5065 94253 2858 574 512 1121
 1.040000E+02 6415 92759 3608 769 629 1409
 1.080000E+02 7964 90722 4406 961 805 1792
 1.120000E+02 10192 88346 5728 1172 1012 2280
 1.160000E+02 12764 85397 7051 1497 1291 2925
 1.200000E+02 15823 81755 8701 1822 1627 3673
 1.240000E+02 19453 77404 10534 2263 2020 4636
 1.280000E+02 23832 72142 12660 2849 2526 5797
 1.320000E+02 28552 66001 14653 3531 3135 7233
 1.360000E+02 33923 58846 16877 4105 3906 9035
 1.400000E+02 39804 50998 18889 4986 4832 11097
 1.440000E+02 45675 42594 20324 5865 5883 13603
 1.480000E+02 51719 33804 21458 6652 7148 16461
 1.520000E+02 57165 25343 21457 7419 8542 19747
 1.560000E+02 62133 17793 20725 8179 10035 23194
 1.600000E+02 66111 11614 18900 8490 11686 27035
 1.640000E+02 69530 7068 16466 8752 13377 30935
 1.680000E+02 71987 4093 13602 8406 15080 34899
 1.720000E+02 73672 2294 10591 7818 16626 38637
 1.760000E+02 74625 1328 7553 6921 18131 42020
 1.800000E+02 75512 802 5431 5751 19398 44932
 1.840000E+02 76030 514 3571 4698 20386 47375
 1.880000E+02 76500 347 2268 3731 21201 49300
 1.920000E+02 76766 259 1406 2753 21837 50770
 1.960000E+02 76878 205 822 1930 22280 51846
 2.000000E+02 76993 169 461 1306 22607 52619

#Simulation ended (eff.: 0.948036, detail below)
	#Events: 1416406
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
