# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 10 100000 0 10 0 0
 4.000000E+00 20 99983 13 4 0 3
 8.000000E+00 20 99974 13 3 0 4
 1.200000E+01 32 99962 23 4 0 5
 1.600000E+01 46 99947 32 5 1 8
 2.000000E+01 46 99934 29 4 2 11
 2.400000E+01 73 99913 48 7 4 14
 2.800000E+01 81 99892 51 9 7 14
 3.200000E+01 112 99863 70 15 9 18
 3.600000E+01 150 99824 88 21 12 29
 4.000000E+01 210 99775 128 28 15 39
 4.400000E+01 256 99717 158 27 18 53
 4.800000E+01 323 99642 191 31 22 79
 5.200000E+01 407 99533 234 46 30 97
 5.600000E+01 526 99384 307 58 38 123
 6.000000E+01 662 99211 386 73 44 159
 6.400000E+01 854 99020 503 90 59 202
 6.800000E+01 1083 98738 614 140 79 250
 7.200000E+01 1482 98330 868 179 108 327
 7.600000E+01 1933 97814 1151 215 145 422
 8.000000E+01 2441 97201 1432 282 194 533
 8.400000E+01 3098 96421 1813 346 263 676
 8.800000E+01 3946 95483 2292 471 342 841
 9.200000E+01 5040 94225 2958 550 439 1093
 9.600000E+01 6353 92746 3661 746 561 1385
 1.000000E+02 8045 90817 4590 937 721 1797
 1.040000E+02 10123 88397 5672 1218 942 2291
 1.080000E+02 12686 85299 7052 1527 1213 2894
 1.120000E+02 15903 81620 8817 1819 1560 3707
 1.160000E+02 19710 77182 10768 2300 1990 4652
 1.200000E+02 23953 71885 12702 2936 2449 5866
 1.240000E+02 28866 65564 14832 3598 3114 7322
 1.280000E+02 34545 58331 17151 4401 3866 9127
 1.320000E+02 40357 50087 19080 5099 4831 11347
 1.360000E+02 46441 41509 20603 5971 5951 13916
 1.400000E+02 52515 32825 21636 6740 7270 16869
 1.440000E+02 58152 24390 21681 7471 8728 20272
 1.480000E+02 63156 16986 20826 8193 10299 23838
 1.520000E+02 66986 10986 18663 8689 12006 27628
 1.560000E+02 70188 6720 16076 8793 13683 31636
 1.600000E+02 72544 3808 13160 8371 15430 35583
 1.640000E+02 74113 2188 10027 7720 16974 39392
 1.680000E+02 75282 1214 7340 6688 18423 42831
 1.720000E+02 76178 730 5088 5622 19731 45737
 1.760000E+02 76669 464 3343 4483 20765 48078
 1.800000E+02 76985 321 2084 3420 21557 49924
 1.840000E+02 77222 235 1280 2505 22122 51315
 1.880000E+02 77371 189 769 1766 22550 52286
 1.920000E+02 77529 155 466 1246 22832 52985
 1.960000E+02 77585 137 279 841 23007 53458
 2.000000E+02 77612 119 159 541 23142 53770

#Simulation ended (eff.: 0.947729, detail below)
	#Events: 1421301
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
