# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 4700 0 0 0 0
 4.000000E+00 3 4700 3 0 0 0
 8.000000E+00 2 4700 2 0 0 0
 1.200000E+01 5 4700 5 0 0 0
 1.600000E+01 7 4699 6 1 0 0
 2.000000E+01 11 4698 10 1 0 0
 2.400000E+01 11 4695 9 1 0 1
 2.800000E+01 10 4689 8 1 0 1
 3.200000E+01 23 4686 19 2 0 2
 3.600000E+01 24 4680 18 2 1 3
 4.000000E+01 31 4674 24 2 2 3
 4.400000E+01 29 4667 20 3 2 4
 4.800000E+01 40 4665 29 2 4 5
 5.200000E+01 46 4659 31 4 4 7
 5.600000E+01 67 4649 46 8 6 7
 6.000000E+01 84 4625 58 7 6 13
 6.400000E+01 105 4607 68 9 10 18
 6.800000E+01 144 4573 96 16 11 21
 7.200000E+01 196 4532 140 18 11 27
 7.600000E+01 221 4490 155 19 12 35
 8.000000E+01 313 4420 218 32 16 47
 8.400000E+01 389 4345 271 36 23 59
 8.800000E+01 474 4267 328 41 33 72
 9.200000E+01 599 4183 415 57 41 86
 9.600000E+01 732 4064 497 67 53 115
 1.000000E+02 943 3920 637 87 69 150
 1.040000E+02 1226 3697 836 107 91 192
 1.080000E+02 1530 3465 1026 137 121 246
 1.120000E+02 1895 3153 1254 173 142 326
 1.160000E+02 2268 2818 1468 208 180 412
 1.200000E+02 2857 2451 1870 253 225 509
 1.240000E+02 3463 2054 2231 316 284 632
 1.280000E+02 4150 1606 2610 415 335 790
 1.320000E+02 4919 1222 3051 480 405 983
 1.360000E+02 5731 835 3380 613 518 1220
 1.400000E+02 6418 518 3651 634 619 1514
 1.440000E+02 7158 284 3817 775 747 1819
 1.480000E+02 7684 148 3768 827 917 2172
 1.520000E+02 8180 77 3616 919 1072 2573
 1.560000E+02 8644 34 3440 971 1250 2983
 1.600000E+02 8822 17 2998 964 1427 3433
 1.640000E+02 8787 5 2389 938 1619 3841
 1.680000E+02 8740 3 1833 852 1803 4252
 1.720000E+02 8721 0 1408 790 1954 4569
 1.760000E+02 8626 0 928 715 2079 4904
 1.800000E+02 8536 0 589 589 2203 5155
 1.840000E+02 8510 0 388 436 2301 5385
 1.880000E+02 8470 0 224 313 2375 5558
 1.920000E+02 8485 0 155 238 2423 5669
 1.960000E+02 8458 0 85 161 2466 5746
 2.000000E+02 8424 0 51 87 2484 5802

#Simulation ended (eff.: 0.954827, detail below)
	#Events: 259689
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
