"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 32 127477 22 7 0 3
"3" 8 40 127469 29 5 2 4
"4" 12 48 127460 33 6 3 6
"5" 16 63 127444 42 9 4 8
"6" 20 85 127423 55 10 7 13
"7" 24 102 127404 65 7 9 21
"8" 28 132 127375 85 13 11 23
"9" 32 166 127336 101 21 15 29
"10" 36 217 127289 138 19 18 42
"11" 40 275 127231 170 35 23 47
"12" 44 341 127160 210 31 34 66
"13" 48 442 127062 271 46 38 87
"14" 52 593 126912 376 65 42 110
"15" 56 721 126771 453 72 58 138
"16" 60 915 126575 581 88 72 174
"17" 64 1156 126331 722 116 101 217
"18" 68 1473 126000 905 174 126 268
"19" 72 1919 125539 1181 213 166 359
"20" 76 2442 125004 1512 264 209 457
"21" 80 3104 124317 1925 308 272 599
"22" 84 3934 123481 2411 418 339 766
"23" 88 4991 122383 3084 490 440 977
"24" 92 6238 121090 3802 637 554 1245
"25" 96 7929 119396 4838 798 704 1589
"26" 100 10012 117256 6086 1039 885 2002
"27" 104 12577 114604 7577 1307 1146 2547
"28" 108 15668 111391 9310 1689 1460 3209
"29" 112 19714 107334 11691 2079 1868 4076
"30" 116 24507 102383 14437 2613 2330 5127
"31" 120 30330 96418 17628 3331 2902 6469
"32" 124 37263 89362 21328 4104 3619 8212
"33" 128 45123 81345 25234 5072 4579 10238
"34" 132 53991 72309 29220 6268 5673 12830
"35" 136 63831 62259 33385 7464 7014 15968
"36" 140 73895 52055 36794 8848 8571 19682
"37" 144 84049 41797 39414 10264 10470 23901
"38" 148 93817 32003 40606 11738 12518 28955
"39" 152 102817 23018 40437 12802 14980 34598
"40" 156 110336 15572 38257 13814 17607 40658
"41" 160 116236 9836 34321 14432 20461 47022
"42" 164 120413 5870 29265 14308 23255 53585
"43" 168 123223 3329 23544 13802 25960 59917
"44" 172 124875 1870 17953 12477 28613 65832
"45" 176 125843 1057 12961 10783 30937 71162
"46" 180 126423 637 8864 9064 32884 75611
"47" 184 126811 412 5825 7305 34417 79264
"48" 188 127009 297 3618 5543 35728 82120
"49" 192 127154 218 2172 4124 36574 84284
"50" 196 127253 175 1303 2833 37245 85872
"51" 200 127303 149 763 1928 37692 86920
