"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 19 12741 9 4 1 5
"3" 8 25 12735 14 3 1 7
"4" 12 25 12734 14 1 1 9
"5" 16 29 12731 15 3 2 9
"6" 20 34 12725 15 6 2 11
"7" 24 44 12715 19 10 3 12
"8" 28 59 12701 31 9 4 15
"9" 32 73 12686 37 9 5 22
"10" 36 85 12674 44 11 6 24
"11" 40 91 12663 46 7 7 31
"12" 44 108 12649 48 15 9 36
"13" 48 119 12639 50 17 11 41
"14" 52 129 12629 49 17 16 47
"15" 56 144 12614 51 17 20 56
"16" 60 161 12597 54 17 24 66
"17" 64 184 12572 68 15 28 73
"18" 68 206 12551 70 23 31 82
"19" 72 230 12526 81 21 36 92
"20" 76 250 12506 84 25 40 101
"21" 80 277 12481 89 28 45 115
"22" 84 295 12462 82 35 52 126
"23" 88 321 12436 89 29 57 146
"24" 92 337 12419 86 27 64 160
"25" 96 381 12378 109 37 68 167
"26" 100 407 12344 115 34 73 185
"27" 104 442 12314 124 38 78 202
"28" 108 473 12281 115 45 87 226
"29" 112 503 12250 109 48 93 253
"30" 116 546 12210 124 43 97 282
"31" 120 572 12180 118 57 106 291
"32" 124 619 12135 135 56 112 316
"33" 128 655 12101 134 58 116 347
"34" 132 686 12068 132 51 132 371
"35" 136 716 12040 131 52 143 390
"36" 140 749 12008 131 61 150 407
"37" 144 771 11984 118 62 162 429
"38" 148 807 11948 121 58 171 457
"39" 152 835 11920 115 55 180 485
"40" 156 868 11885 122 45 188 513
"41" 160 893 11860 118 46 198 531
"42" 164 930 11826 121 53 204 552
"43" 168 944 11811 104 53 216 571
"44" 172 975 11778 98 56 227 594
"45" 176 1003 11754 95 55 234 619
"46" 180 1033 11725 99 50 243 641
"47" 184 1044 11712 75 42 251 676
"48" 188 1064 11693 73 29 262 700
"49" 192 1086 11672 72 34 267 713
"50" 196 1103 11657 63 35 274 731
"51" 200 1110 11644 56 29 280 745
